pac_id,depth,path,status,total_received,total_donated_all,data_sufficiency,unitemized_amount,small_dollar_amount,under_5k_amount,over_5k_amount,is_federal_pac,is_major_donor_ie,low_data_sufficiency,unknown_data_sufficiency,data_ok,pct_unitemized,pct_small_dollar,pct_over_5k
1286381,1,1477034 -> 1286381,resolved,1061160.0499999998,127622.76000000001,8.314818218944644,388967.25,57469.829999999994,614722.9700000001,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.366549089366868,0.05415755144570322,0
1010229,1,1026634 -> 1010229,unresolved,NA,642570,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA
1473273,1,1435580 -> 1473273,unresolved,NA,5000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1416673,1,1478172 -> 1416673,resolved,136755.18,87700,1.559352109464082,5972.85,1006.3299999999999,94776,35000,FALSE,FALSE,FALSE,FALSE,TRUE,0.04367549368148249,0.00735862436801297,0.25593180455760434
1334557,1,1478172 -> 1334557,resolved,123299,74000,1.6662027027027027,0,0,0,123299,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1036761,1,1478172 -> 1036761,resolved,398973.25,749150,0.5325679102983382,398973.25,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0
1045888,1,1478172 -> 1045888,resolved,74200,101900,0.7281648675171737,0,0,12100,62100,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0.8369272237196765
1427579,1,1478172 -> 1427579,resolved,127076,24400,5.208032786885246,2178,800,59598,64500,FALSE,FALSE,FALSE,FALSE,TRUE,0.017139349680506153,0.0062954452453649785,0.5075702729075514
1052206,1,1477142 -> 1052206,resolved,161411.53,60830,2.6534856156501725,136280,0,0,25131.53,FALSE,FALSE,FALSE,FALSE,TRUE,0.844301519228521,0,0.15569848077147896
1338487,1,1477142 -> 1338487,resolved,1224423.55,1061017.8599999999,1.154008425456665,39465,19325,878075,287558.55,FALSE,FALSE,FALSE,FALSE,TRUE,0.03223149375067149,0.015782937203388483,0.2348521881990917
1245177,1,1477142 -> 1245177,resolved,127400,53178.47,2.3957063826770497,0,0,0,127400,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1328933,1,1477142 -> 1328933,resolved,147300,94140.09,1.5646893900356373,0,0,12800,134500,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9131025118805159
1488101,1,1490064 -> 1488101,resolved,50000,50000,1,0,0,0,50000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1477297,1,1489012 -> 1477297,resolved,736618.23,101800,7.2359354616895875,910,1200,324808.23,409700,FALSE,FALSE,FALSE,FALSE,TRUE,0.0012353753449734742,0.00162906638897601,0.5561904163028928
1386983,1,1477312 -> 1386983,unresolved,NA,27900,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1070781,1,1477312 -> 1070781,resolved,147841.1,85300,1.733189917936694,142888,0,4953.1,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.9664971378053869,0,0
1047613,1,1477312 -> 1047613,unresolved,NA,13800,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1065050,1,1477312 -> 1065050,resolved,418440.02,222277.47,1.8825120692619006,0,0,15340.02,403100,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9633399788098662
1065029,1,1477312 -> 1065029,resolved,119137.5,51800,2.2999517374517375,4412.5,3300,39500,71925,FALSE,FALSE,FALSE,FALSE,TRUE,0.037037037037037035,0.027699087189172175,0.6037141957821844
1314816,1,1477312 -> 1314816,resolved,43259.75,11800,3.6660805084745762,10334.77,3574.98,29350,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.23890036350186952,0.08263986731314905,0
1058621,1,1021744 -> 1058621,resolved,216524.27000000002,124300,1.7419490748189865,0,0,0,216524.27000000002,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1488229,1,1021744 -> 1488229,unresolved,NA,5000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1447800,1,1281772 -> 1447800,unresolved,NA,12170.61,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1478537,1,1281772 -> 1478537,resolved,340,96800,0.0035123966942148762,340,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0
1072551,1,1070701 -> 1072551,resolved,311907.00000000006,184100,1.6942259641499189,47885.490000000005,1158.5,112653.26,150209.75,FALSE,FALSE,FALSE,FALSE,TRUE,0.15352489684425163,0.003714248157303298,0.4815850558018896
1332968,2,1377585 -> 1272633 -> 1332968,resolved,1470836.49,239000,6.154127573221757,0,0,0,1470836.49,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1
1357479,2,1377585 -> 1272633 -> 1357479,resolved,1173253.29,71200,16.47827654494382,0,0,0,1173253.29,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1
1464406,2,1377585 -> 1387772 -> 1464406,unresolved,NA,238282.59,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1436831,2,1377585 -> 1423131 -> 1436831,resolved,130,25619.86,0.005074188539671958,5,0,125,0,FALSE,FALSE,TRUE,FALSE,FALSE,0.038461538461538464,0,0
1069777,2,1432932 -> 1446977 -> 1069777,resolved,15664930.060000127,13110288.02,1.194857812132195,10535133.88,3452.9,230112.5200000004,4896230.76,FALSE,FALSE,FALSE,FALSE,TRUE,0.6725299021220089,2.204223055433145e-4,0.31256001407260414
1294628,2,1432932 -> 1446977 -> 1294628,resolved,11825320,8465930.6,1.3968127733057487,334,0,45026,11779960,FALSE,FALSE,FALSE,FALSE,TRUE,2.824447879634547e-5,0,0.9961641629993945
1365806,2,1432932 -> 1446977 -> 1365806,resolved,2800000,479050.05000000005,5.844900757238205,0,0,0,2800000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1067651,2,1432932 -> 1477268 -> 1067651,resolved,152314.8,93000,1.6377935483870967,8420,75,25674.97,118144.83,FALSE,FALSE,FALSE,FALSE,TRUE,0.055280248537896516,4.924012636986032e-4,0.775662181219422
1038764,2,1432932 -> 1477268 -> 1038764,resolved,4709.429999999999,55700,0.08454991023339317,1020.71,160.45999999999998,3528.2599999999998,0,FALSE,FALSE,TRUE,FALSE,FALSE,0.21673748203073412,0.03407206392281019,0
1431455,2,1432932 -> 1477268 -> 1431455,unresolved,NA,11500,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1025467,2,1432932 -> 1477268 -> 1025467,resolved,29133.75,75000,0.38845,29133.75,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0
1219570,2,1432932 -> 1477268 -> 1219570,resolved,114757.4,89500,1.2822055865921786,0,300,16457.4,98000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.002614210499715051,0.8539754299069168
1008988,2,1476845 -> 1047894 -> 1008988,unresolved,NA,110150,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA
1305436,2,1478170 -> 1275549 -> 1305436,resolved,59700,71500,0.8349650349650349,0,0,11500,48200,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.8073701842546064
1041364,2,1478170 -> 1275549 -> 1041364,resolved,80132.95,80600,0.994205334987593,6383,14900,42849.95,16000,FALSE,FALSE,FALSE,FALSE,TRUE,0.07965512314222802,0.18594098931837652,0.19966817644926338
1049575,2,1478170 -> 1275549 -> 1049575,resolved,128033,17000,7.531352941176471,3924.94,2119.9,91962.16,30026,FALSE,FALSE,FALSE,FALSE,TRUE,0.030655690329836838,0.016557450032413518,0.23451766341490085
1249402,2,1478170 -> 1275549 -> 1249402,resolved,67500,23300,2.8969957081545066,67500,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1065909,2,1478170 -> 1275549 -> 1065909,resolved,3192.25,26900,0.11867100371747212,0,0,3192.25,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0
1021800,2,1478170 -> 1275549 -> 1021800,resolved,86338.46,34002.51,2.5391790194312125,6216,1100,16222.46,62800,FALSE,FALSE,FALSE,FALSE,TRUE,0.07199572473263942,0.012740556178555882,0.727369934557554
1406018,2,1478170 -> 1275549 -> 1406018,resolved,285729.97,20000,14.286498499999999,3355.72,2270,262852.39,17251.86,FALSE,FALSE,FALSE,FALSE,TRUE,0.011744375292518318,0.007944563883165634,0.060378195538955896
1035088,2,1478170 -> 1275549 -> 1035088,resolved,43149.43,32500,1.3276747692307693,4116.73,1300,24032.7,13700,FALSE,FALSE,FALSE,FALSE,TRUE,0.09540635878619948,0.030127860321677483,0.3175012972361396
1485004,2,1478170 -> 1275549 -> 1485004,resolved,43000,21162.61,2.0318854810441622,0,0,700,42300,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9837209302325581
1233935,2,1478170 -> 1275549 -> 1233935,resolved,2714.7999999999997,37500,0.07239466666666666,0,0,2714.7999999999997,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0
1434027,2,1478170 -> 1070689 -> 1434027,unresolved,NA,10000,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA
1384599,2,1478170 -> 1035164 -> 1384599,resolved,283584.42000000004,50800,5.582370472440946,0,0,0,283584.42000000004,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1476902,2,1268914 -> 1452149 -> 1476902,resolved,185250,85270.26,2.172504223629669,0,0,128850,56400,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.3044534412955466
1434406,2,1268914 -> 1452149 -> 1434406,resolved,38635.29000000001,10000,3.8635290000000007,3052,262.89000000000004,29277.79000000003,6042.61,FALSE,FALSE,FALSE,FALSE,TRUE,0.0789951363119055,0.006804400846997654,0.15640131082230774
1446747,2,1268914 -> 1452149 -> 1446747,unresolved,NA,6800,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1477489,2,1268914 -> 1452149 -> 1477489,resolved,1166160.0500000003,305800,3.813473021582735,0,4450,530509.24,631200.81,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.0038159427601725843,0.5412643058729374
1229652,2,1477317 -> 1021408 -> 1229652,resolved,1319790.75,10000,131.979075,140.75,0,0,1319650,FALSE,FALSE,FALSE,FALSE,TRUE,1.0664569364499637e-4,0,0.999893354306355
1045895,2,1476870 -> 1410185 -> 1045895,resolved,292092.54000000004,722400,0.40433629568106316,274615.34,0,0,17477.2,FALSE,FALSE,TRUE,FALSE,FALSE,0.9401655379490349,0,0.05983446205096508
1274157,2,1476870 -> 1410185 -> 1274157,resolved,106000,45000,2.3555555555555556,0,0,0,106000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1071844,2,1476870 -> 1410185 -> 1071844,resolved,422178.49999999977,130000,3.2475269230769213,403631.51,3236.7399999999993,15310.250000000005,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.9560683691850728,0.007666757070765094,0
1019646,2,1476870 -> 1410185 -> 1019646,resolved,1438207.5,1291400,1.1136808889577203,1431400,0,0,6807.5,FALSE,FALSE,FALSE,FALSE,TRUE,0.995266677443971,0,0.004733322556028946
1241835,2,1476547 -> 1467230 -> 1241835,resolved,586955.68,107433.15,5.463450340979485,0,0,2000,584955.68,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9965925877061109
1050995,2,1477034 -> 1476866 -> 1050995,resolved,119750,70100,1.7082738944365192,119750,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1298069,2,1477034 -> 1476866 -> 1298069,resolved,369287.9,81300,4.542286592865929,0,0,0,369287.9,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1070610,2,1477034 -> 1476866 -> 1070610,unresolved,NA,11800,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1391325,2,1478172 -> 1416673 -> 1391325,unresolved,NA,10000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1466651,2,1478172 -> 1045888 -> 1466651,resolved,189570.57,28300,6.698606713780919,189570.57,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1048801,2,1477142 -> 1328933 -> 1048801,resolved,59239.24999999999,16000,3.7024531249999995,59239.24999999999,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1065171,2,1477142 -> 1328933 -> 1065171,resolved,158222.68000000002,52000,3.0427438461538467,146477.90000000002,0,0,11744.779999999999,FALSE,FALSE,FALSE,FALSE,TRUE,0.9257705658885313,0,0.0742294341114687
1018355,2,1477142 -> 1328933 -> 1018355,resolved,2187603.109999999,1904367.4399999997,1.148729527742818,56995.63,5973.740000000003,566071.5499999996,1558562.19,FALSE,FALSE,FALSE,FALSE,TRUE,0.026053917065422358,0.0027307238560288966,0.7124519904344078
1021723,2,1489012 -> 1477297 -> 1021723,resolved,290820.45999999996,140900,2.064020298083747,1850,260,92475,196235.46,FALSE,FALSE,FALSE,FALSE,TRUE,0.006361313093308498,8.940223806811943e-4,0.6747649735510356
1243091,2,1489012 -> 1477297 -> 1243091,resolved,430776.62,338300,1.273356843038723,0.95,100,5000,425675.67,FALSE,FALSE,FALSE,FALSE,TRUE,2.2053193137547715e-6,2.3213887513208123e-4,0.9881587120489501
1467372,3,1432932 -> 1446977 -> 1069777 -> 1467372,unresolved,NA,10000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1344093,3,1432932 -> 1446977 -> 1069777 -> 1344093,resolved,2023878.85,841137,2.4061227243600034,1938494.9700000002,0,0,85383.88,FALSE,FALSE,FALSE,FALSE,TRUE,0.957811763288104,0,0.042188236711896074
1235352,3,1432932 -> 1446977 -> 1294628 -> 1235352,unresolved,NA,2093220,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA
1288733,3,1432932 -> 1446977 -> 1294628 -> 1288733,unresolved,NA,7500,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1036765,3,1432932 -> 1446977 -> 1294628 -> 1036765,unresolved,NA,30000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1432306,3,1432932 -> 1446977 -> 1294628 -> 1432306,unresolved,NA,51400,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA
1474269,3,1432932 -> 1446977 -> 1365806 -> 1474269,resolved,500060.47,1900000,0.26318972105263155,60.47,0,0,500000,FALSE,FALSE,TRUE,FALSE,FALSE,1.2092537528511303e-4,0,0.9998790746247149
1413944,3,1432932 -> 1446977 -> 1365806 -> 1413944,resolved,0,525000,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
1053292,3,1432932 -> 1446977 -> 1365806 -> 1053292,resolved,276115,168377.46999999997,1.6398571614123911,8995,3455,263665,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.032577005957662566,0.012512902232765334,0
1280496,3,1432932 -> 1446977 -> 1365806 -> 1280496,resolved,24600,167000,0.1473053892215569,0,0,0,24600,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1
1026400,3,1432932 -> 1477268 -> 1067651 -> 1026400,resolved,56108.369999999995,19300,2.9071694300518134,17858.37,0,19250,19000,FALSE,FALSE,FALSE,FALSE,TRUE,0.31828352882110106,0,0.33863040398428973
1029893,3,1432932 -> 1477268 -> 1067651 -> 1029893,resolved,49600,37600,1.3191489361702127,0,0,0,49600,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1410966,3,1478170 -> 1275549 -> 1305436 -> 1410966,resolved,90220.4,15000,6.014693333333333,0,0,0,90220.4,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1
1051385,3,1478170 -> 1275549 -> 1021800 -> 1051385,resolved,31643.930000000004,26500,1.194110566037736,198.82999999999998,99.33,14698.849999999999,16646.92,FALSE,FALSE,FALSE,FALSE,TRUE,0.006283353553114292,0.0031389906373829038,0.5260699287351475
1018998,3,1478170 -> 1275549 -> 1021800 -> 1018998,resolved,5504.37,15000,0.366958,510.79,1300,3693.58,0,FALSE,FALSE,TRUE,FALSE,FALSE,0.09279717751531966,0.23617598380922794,0
1464642,3,1268914 -> 1452149 -> 1477489 -> 1464642,unresolved,NA,133388.83000000002,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1026324,3,1268914 -> 1452149 -> 1477489 -> 1026324,resolved,2002671.23,177600,11.27630197072072,0,0,0,2002671.23,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1
1050957,3,1268914 -> 1452149 -> 1477489 -> 1050957,resolved,371263.9799999999,53500,6.939513644859812,0,0,371263.9799999999,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0
1021352,3,1268914 -> 1452149 -> 1477489 -> 1021352,resolved,147252.49999999997,70700,2.0827793493635074,1050.5,200,29042,116960,FALSE,FALSE,FALSE,FALSE,TRUE,0.007134004516052361,0.0013582112358024485,0.7942819306972718
1411956,3,1268914 -> 1452149 -> 1477489 -> 1411956,resolved,2287133.34,525900,4.348989047347404,0,0,0,2287133.34,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1396710,3,1268914 -> 1452149 -> 1477489 -> 1396710,resolved,29750,20900,1.423444976076555,0,400,13350,16000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.013445378151260505,0.5378151260504201
1045692,3,1268914 -> 1452149 -> 1477489 -> 1045692,resolved,2500,36400,0.06868131868131869,0,0,2500,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0
1018814,3,1268914 -> 1452149 -> 1477489 -> 1018814,resolved,63037.25,8900,7.082837078651686,8298.5,1925,12688.75,40125,FALSE,FALSE,FALSE,FALSE,TRUE,0.13164438486767743,0.03053749965298296,0.6365284018576318
1466592,3,1476547 -> 1467230 -> 1241835 -> 1466592,unresolved,NA,9955.68,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1022011,3,1476547 -> 1467230 -> 1241835 -> 1022011,unresolved,NA,23000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1441380,4,1268914 -> 1452149 -> 1477489 -> 1021352 -> 1441380,resolved,2179075.61,8100,269.02168024691355,0,0,1200,2177875.61,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9994493077732167
1041721,4,1268914 -> 1452149 -> 1477489 -> 1411956 -> 1041721,resolved,108629.63,100000,1.0862963,0,0,1860.3300000000002,106769.3,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9828745619404209
1339123,0,1339123,resolved,1736744.66,550300,3.155996111212066,41,0,4700,1732003.66,FALSE,FALSE,FALSE,FALSE,TRUE,2.3607385094824477e-5,0,0.9972701801772058
1385462,0,1385462,resolved,382512.45999999996,20000,19.125622999999997,0,0,0,382512.45999999996,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1377164,1,1339123 -> 1377164,resolved,918631.9500000001,2264857.25,0.40560258267932786,221.66,0,135239.4,783170.89,FALSE,FALSE,TRUE,FALSE,FALSE,2.4129358879799464e-4,0,0.8525404434278603
1327845,1,1339123 -> 1327845,unresolved,NA,10000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1069839,1,1339123 -> 1069839,resolved,181498.65000000005,106000,1.7122514150943402,7028.85,100,91114.79999999999,83255,FALSE,FALSE,FALSE,FALSE,TRUE,0.03872673433108179,5.509682854390375e-4,0.4587086460422707
1372681,1,1339123 -> 1372681,resolved,1142073.6,1196133.3,0.9548046191841663,1123081.6,0,0,18992,FALSE,FALSE,FALSE,FALSE,TRUE,0.9833705988825939,0,0.016629401117406094
