entity_name,canonical_name,entity_id,Contributor.ID,original_group_id,to_add_status,confirmed_link,flag,review_group_id,entity_status,city,n_contributions,conflicting_contributor_ids,confirmed,is_conflict,link_methods,total_amount,max_single_recipient,same_recipient_variant,state,zip,
OPERATING ENGINEERS LOCAL 12 (INTERMEDIARY FOR UNITEMIZED DUES),INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 12,8e628086-3eeb-46ed-94a1-4fc5184d2ca6,NA,org_rg_9,add to map,yes,,org_rg_9_d,new_entity,Pasadena,15,TRUE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,6750,161910,FALSE,CA,91103,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL UNION NO. 12 POLITICAL FUND COMMITTEE,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 12,8e628086-3eeb-46ed-94a1-4fc5184d2ca6,743030,org_rg_9,add to map,yes,,org_rg_9_d,new_entity,Pasadena,1,TRUE,FALSE,FALSE,same_contributor_id,50000,161910,TRUE,CA,91103-3839,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL UNION NO. 501 PAC,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 501,37bbf4ca-b7b0-46d6-b260-eb85bf06be23,746497,org_rg_9,add to map,yes,,org_rg_9_e,new_entity,Los Angeles,2,TRUE,FALSE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,10000,161910,TRUE,CA,90057,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL UNION NO. 501 POLITICAL ACTION COMMITTEE,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 501,37bbf4ca-b7b0-46d6-b260-eb85bf06be23,746497,org_rg_9,add to map,yes,,org_rg_9_e,new_entity,Los Angeles,1,TRUE,FALSE,FALSE,same_contributor_id,12500,161910,TRUE,CA,90057-1907,
CALIFORNIA NURSE ASSOCATION NATIONAL NURSES ORGANIZING COMMITTEE,CALIFORNIA NURSES ASSOCIATION,60141326-867a-478e-b854-7961990e66ed,1401119,org_rg_101,add to map,yes,,org_rg_101,adding_to_existing,Oakland,1,FALSE,FALSE,FALSE,same_contributor_id,3000,52500,FALSE,CA,94612-2908,
CALIFORNIA NURSES ASSOCIATION,CALIFORNIA NURSES ASSOCIATION,60141326-867a-478e-b854-7961990e66ed,1401119,org_rg_101,in existing map,yes,,org_rg_101,adding_to_existing,Oakland,1,FALSE,TRUE,FALSE,same_contributor_id,1000,52500,TRUE,CA,94612,
CALIFORNIA NURSES ASSOCIATION/NATIONAL NURSES ORGANIZING COMMITTEE (CNA/NNOC PAC),CALIFORNIA NURSES ASSOCIATION,60141326-867a-478e-b854-7961990e66ed,1401119,org_rg_101,in existing map,yes,,org_rg_101,adding_to_existing,Oakland | Sacramento,3,FALSE,TRUE,FALSE,same_contributor_id,81500,52500,TRUE,CA,94612 | 94612-3721 | 95814-4503,
WESCOM CREDIT UNION,WESCOM CREDIT UNION,1179d625-4602-4ba3-b881-5235951602c0,NA,org_rg_10288,in existing map,yes,,org_rg_10288,adding_to_existing,Pasadena,2,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,19600,48850,TRUE,CA,91101,
WESCOM CREDIT UNION (ADMIN),WESCOM CREDIT UNION,1179d625-4602-4ba3-b881-5235951602c0,NA,org_rg_10288,add to map,yes,,org_rg_10288,adding_to_existing,Pasadena,17,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,4187.26,48850,FALSE,CA,91101,
WESCOM CREDIT UNION (INDEPENDENT EXPENDITURE ACCOUNT),WESCOM CREDIT UNION,1179d625-4602-4ba3-b881-5235951602c0,NA,org_rg_10288,in existing map,yes,,org_rg_10288,adding_to_existing,Pasadena,5,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,29250,48850,TRUE,CA,91101,
SETTON PISTACHIO OF TERRA BELLA,SETTON PISTACHIO OF TERRA BELLA,7d20cdbe-38c3-447d-8cb8-3e1e61455654,NA,org_rg_10813,add to map,yes,,org_rg_10813,new_entity,Commack,1,FALSE,FALSE,FALSE,exact_name_v5 | name_v5_cross,2500,27500,TRUE,NY,11725,
"SETTON PISTACHIO OF TERRA BELLA, INC.",SETTON PISTACHIO OF TERRA BELLA,7d20cdbe-38c3-447d-8cb8-3e1e61455654,NA,org_rg_10813,add to map,yes,,org_rg_10813,new_entity,Terra Bella,1,FALSE,FALSE,FALSE,exact_name_v5 | name_v5_cross,25000,27500,TRUE,CA,93270,
A AND A PROPERTY MANAGEMENT,NA,e1d3a4cc-a9b4-4ce9-85fd-c95fd16e9d54,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Fresno,1,FALSE,FALSE,FALSE,internal_fuzzy,512,23294,TRUE,CA,93704,
A AND J PROPERTY MANAGERS,NA,37bfe258-cd0a-43f6-a987-b7a3a006c2e7,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Carmichael,1,FALSE,FALSE,FALSE,internal_fuzzy,588,23294,TRUE,CA,95608,
ABACUS PROPERTY MANAGEMENT,NA,6023ea68-14fb-416d-b3a0-8c5adf8281f4,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Francisco,1,FALSE,FALSE,FALSE,internal_fuzzy,594,23294,TRUE,CA,94127-2221,
ALFORD PROPERTY MANAGEMENT,NA,509c5b59-116b-457f-9567-1facd4a5f478,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Garden Grove,1,FALSE,FALSE,FALSE,internal_fuzzy,115.5,23294,TRUE,CA,92841,
ALL BAY PROPERTY MANAGEMENT CORP.,NA,cff91e63-2d78-4be9-962a-33d9c6a59aee,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Castro Valley,1,FALSE,FALSE,FALSE,internal_fuzzy,216,23294,TRUE,CA,94552,
ALONDRA PROPERTY MANAGEMENT INC.,NA,5ca79215-edd9-4af8-bf26-ef1dcc38b68e,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Paramount,1,FALSE,FALSE,FALSE,internal_fuzzy,1000,23294,TRUE,CA,90723,
ALTA PROPERTY MANAGEMENT,NA,feedecd3-5fab-4f80-adde-420b42d4b3d4,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Francisco,1,FALSE,FALSE,FALSE,internal_fuzzy,195,23294,TRUE,CA,94105,
API PROPERTY MANAGEMENT,NA,44832071-c807-4189-8933-b24316f31c01,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Newport Beach,1,FALSE,FALSE,FALSE,internal_fuzzy,2092,23294,TRUE,CA,92660,
ARROYO PROPERTY MANAGEMENT INC.,NA,ff72feed-0e19-4f0c-8eb5-c06851120cfb,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Pasadena,1,FALSE,FALSE,FALSE,internal_fuzzy,114,23294,TRUE,CA,91101,
B2RE PROPERTY MANAGEMENT,NA,4f12d58d-78a9-4dcc-a1ec-382f9972284f,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Los Angeles,1,FALSE,FALSE,FALSE,internal_fuzzy,654,23294,TRUE,CA,90066,
BEN LEEDS PROPERTY MANAGEMENT,NA,6b958fe1-1af1-4293-bc66-16dcff820c21,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Los Angeles,1,FALSE,FALSE,FALSE,internal_fuzzy,114,23294,TRUE,CA,90034,
BERRO PROPERTY MANAGEMENT,NA,deb984fc-8bfa-46dc-af25-cfe0841b8ba9,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Longe Beach,1,FALSE,FALSE,FALSE,internal_fuzzy,140,23294,TRUE,CA,90807,
BETTER PROPERTY MANAGEMENT,NA,1cd0a7f3-a63d-4c19-ac4c-45c837fb620a,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Francisco,1,FALSE,FALSE,FALSE,internal_fuzzy,202,23294,TRUE,CA,94114,
BRIGHT PROPERTY MANAGEMENT INC.,NA,426a379b-9a2c-432d-bc1f-b9673e5ab40a,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Sacramento,1,FALSE,FALSE,FALSE,internal_fuzzy,267,23294,TRUE,CA,95822,
"CAL PROPERTY MANAGEMENT, INC.",NA,e170377f-c9dc-46d5-8af4-4e471c07d499,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Salinas,1,FALSE,FALSE,FALSE,internal_fuzzy,1005,23294,TRUE,CA,93901,
CAL-WESTERN PROPERTY MANAGEMENT,NA,1c4ecf8d-31e7-48be-a725-6450f2649645,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Jose,1,FALSE,FALSE,FALSE,internal_fuzzy,2853,23294,TRUE,CA,95128,
CM PROPERTY MANAGEMENT INC.,NA,7f18080d-c03f-41bd-98ae-5cccecad91e0,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Jose,1,FALSE,FALSE,FALSE,internal_fuzzy,1506,23294,TRUE,CA,95125,
"DAKOTA PROPERTY MANAGEMENT, INC.",NA,c6af7d13-04db-41c3-82ae-b19e84eb24f6,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Marino,1,FALSE,FALSE,FALSE,internal_fuzzy,117,23294,TRUE,CA,91108,
E.E.N. PROPERTY MANAGEMENT INC.,NA,69635dd3-bf30-4686-946d-54e809486474,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Antioch,1,FALSE,FALSE,FALSE,internal_fuzzy,1389,23294,TRUE,CA,94509,
ELLIS PROPERTY MANAGEMENT COMPANY (SCOTT ELLIS JR.),NA,677272dc-5f4c-4954-afb5-007e99bdfbc3,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Madera,1,FALSE,FALSE,FALSE,internal_fuzzy,1828,23294,TRUE,CA,93638-9470,
FAIRGROVE PROPERTY MANAGEMENT,NA,9da741ce-b59a-46b0-bb2f-7e69b91c98b6,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Irvine,1,FALSE,FALSE,FALSE,internal_fuzzy,500,23294,TRUE,CA,92614,
"HCA PROPERTY MANAGEMENT, INC.",NA,89378769-36a3-457c-a157-380f267524ad,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Novato,1,FALSE,FALSE,FALSE,internal_fuzzy,250,23294,FALSE,CA,94945-3142,
HOMS PROPERTY MANAGEMENT LLC (MATT TOLLESTRUP),NA,ec297ed2-cc66-400b-8a95-a9eef536ef4b,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Diego,1,FALSE,FALSE,FALSE,internal_fuzzy,250,23294,TRUE,CA,92127,
J AND R PROPERTY MANAGEMENT,NA,6db94111-8e3f-4a82-9ad7-f59c5ed162aa,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Sacramento,1,FALSE,FALSE,FALSE,internal_fuzzy,402,23294,TRUE,CA,95818,
JAMES LEE PROPERTY MGMT.,NA,6b2c5bcf-07ae-4f3c-a7b9-18ba9e0d93f7,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Foster City,1,FALSE,FALSE,FALSE,internal_fuzzy,537,23294,TRUE,CA,94404,
JAMES WARD PROPERTY MANAGEMENT,NA,fc7e0908-3b53-4fc3-9ad7-af96d7f2f5cf,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Brisbane,1,FALSE,FALSE,FALSE,internal_fuzzy,192,23294,TRUE,CA,94005,
JM PROPERTY MANAGEMENT,NA,29e09a74-cb9f-443e-95ac-d98bb938a645,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Diego,1,FALSE,FALSE,FALSE,internal_fuzzy,130,23294,TRUE,CA,92110,
KAMAP PROPERTY MANAGEMENT,NA,13258e44-1d2e-4c26-875d-3e9562623fff,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Goleta,1,FALSE,FALSE,FALSE,internal_fuzzy,870,23294,TRUE,CA,93117,
LANDLORD PROPERTY MANAGEMENT CO.,NA,dc2baa30-5bb1-4cda-867e-fcf9d3fc4a64,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Turlock,1,FALSE,FALSE,FALSE,internal_fuzzy,400,23294,TRUE,CA,95380,
LEEDS PROPERTY MANAGEMENT,NA,a744ae4c-676b-4399-b66c-66d0e75ce4f6,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,LOS ANGELES,1,FALSE,FALSE,FALSE,internal_fuzzy,5000,23294,TRUE,CA,90034,
"MBS PROPERTY MANAGEMENT, INC.",NA,0385cc88-4f35-4209-a2bf-5b00f83c322e,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,West Sacramento,1,FALSE,FALSE,FALSE,internal_fuzzy,100,23294,FALSE,CA,95691-5995,
MCR PROPERTY MANAGEMENT,NA,3a2bc8dd-61ac-4a8d-b6f0-587877c4b2f5,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Stockton,1,FALSE,FALSE,FALSE,internal_fuzzy,136,23294,TRUE,CA,95207,
"MNM PROPERTY MANAGEMENT, INC.",NA,9abde59e-a178-4ce9-bf86-8f4e7ee31f44,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Redwood City,1,FALSE,FALSE,FALSE,internal_fuzzy,192,23294,TRUE,CA,94063,
OLIVER PROPERTY MANAGEMENT,NA,aa055334-8cd4-4305-85b9-175b416fb115,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Watsonville,1,FALSE,FALSE,FALSE,internal_fuzzy,105,23294,TRUE,CA,95076,
ONYX PROPERTY MANAGEMENT *,NA,bf13aeef-8e11-4ef7-aeae-e09f19576f81,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Diego,1,FALSE,FALSE,FALSE,internal_fuzzy,366,23294,TRUE,CA,92121,
PPC PROPERTY MANAGEMENT,NA,1682dc6a-d53f-41d2-88f5-e0d2bf87f9b5,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Sacramento,1,FALSE,FALSE,FALSE,internal_fuzzy,548,23294,TRUE,CA,95823,
PRANDI PROPERTY MANAGEMENT,NA,fe3f813e-a223-469c-af8f-7175bc76a0ed,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Rafael,1,FALSE,FALSE,FALSE,internal_fuzzy,200,23294,TRUE,CA,94901,
RCS PROPERTY MANAGEMENT,NA,8e3485be-bb61-444e-ac68-ea6367ae02b8,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,St Helena,1,FALSE,FALSE,FALSE,internal_fuzzy,172,23294,TRUE,CA,94574,
"REG PROPERTY MANAGEMENT, INC.",NA,eb95d352-f65b-435b-a2ac-c5148968b0a6,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Luis Obispo,1,FALSE,FALSE,FALSE,internal_fuzzy,356,23294,TRUE,CA,93401,
S AND L PROPERTY MANAGEMENT COMPANY LLC (ROBERT LINK),NA,c6710f8d-afa5-4523-a93d-4bf635040b62,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Francisco,1,FALSE,FALSE,FALSE,internal_fuzzy,975,23294,TRUE,CA,94118,
"SUTRO PROPERTY MANAGEMENT, INC",NA,4be78798-3a30-40b5-9804-9b8231fa79d4,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,San Francisco,1,FALSE,FALSE,FALSE,internal_fuzzy,930,23294,TRUE,CA,94188-5373,
UKIYO PROPERTY MANAGEMENT,NA,f0b5b117-0412-429f-892c-b1d2483a15db,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Oakland,1,FALSE,FALSE,FALSE,internal_fuzzy,117,23294,TRUE,CA,94612,
"WESTERN MANAGEMENT PROPERTIES, INC.",NA,5851fc88-0b05-4f00-8355-1cc2abe36a22,NA,org_rg_10843,don't add,no,,org_rg_10843_a,new_entity,Oakland,1,FALSE,FALSE,FALSE,internal_fuzzy,645,23294,TRUE,CA,94612-1243,
WESTERN PROPERTY MANAGEMENT,NA,9118117f-6a2f-4199-b2d6-3e6fa4c0d7ca,NA,org_rg_10843,don't add,no,,org_rg_10843_b,new_entity,Aptos,1,FALSE,FALSE,FALSE,internal_fuzzy,688,23294,TRUE,CA,95003,
WYMAN PROPERTY MANAGEMENT INC.,NA,6dcc531d-68d2-4873-ad1b-eb6af7937bd6,NA,org_rg_10843,,uncertain,,org_rg_10843,new_entity,Napa,1,FALSE,FALSE,FALSE,internal_fuzzy,837,23294,TRUE,CA,94559,
ACME CONSTRUCTION,NA,d474d0b7-c4bd-4bf7-b3ae-6972fd98e0fa,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Lake Oswego,1,FALSE,FALSE,FALSE,internal_fuzzy,100,10133.93,FALSE,OR,97035,
BUTTE CONSTRUCTION COMPANY,NA,4087ecb1-7fcf-4421-9215-c84dcbdedd29,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Chico,1,FALSE,FALSE,FALSE,internal_fuzzy,819.75,10133.93,TRUE,CA,95928,
"CIOE CONSTRUCTION, INC.",NA,8e813fb1-30dd-4dc3-b70c-2c34fd944fdd,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Chula Vista,1,FALSE,FALSE,FALSE,internal_fuzzy,1550,10133.93,FALSE,CA,91913,
CJ CONSTRUCTION,NA,5f2c5a85-2922-4a28-ab33-7d08c5077f7c,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Santa Fe Springs,1,FALSE,FALSE,FALSE,internal_fuzzy,2500,10133.93,FALSE,CA,90670,
COAN CONSTRUCTION,NA,b6562c4e-7876-4421-85d5-8ca60f961fd4,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Pomona,1,FALSE,FALSE,FALSE,internal_fuzzy,819.75,10133.93,TRUE,CA,91766,
DACO CONSTRUCTION,NA,712467c9-7988-4073-b1cc-81d59c27a9ed,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,San Jose,1,FALSE,FALSE,FALSE,internal_fuzzy,519,10133.93,FALSE,CA,95119,
"DRYCO CONSTRUCTION, INC.",NA,ae21887d-2676-4318-88f0-64d09158f17d,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Fremont,1,FALSE,FALSE,FALSE,internal_fuzzy,1623,10133.93,FALSE,CA,94538,
EVRA CONSTRUCTION,NA,9ce9f762-4e02-4ba8-b10e-9597b622f7d1,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Brisbane,1,FALSE,FALSE,FALSE,internal_fuzzy,353,10133.93,FALSE,CA,94005,
FARR CONSTRUCTION COMPANY,NA,99765339-1b0f-4582-ae4f-d1c65f9b4222,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Sparks,1,FALSE,FALSE,FALSE,internal_fuzzy,1098,10133.93,FALSE,NV,89431,
"GCI CONSTRUCTION, INC.",NA,5f609768-3959-47c8-a5e2-09578b7cf20a,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,San Clemente,1,FALSE,FALSE,FALSE,internal_fuzzy,3688.2,10133.93,TRUE,CA,92673,
"GS CONSTRUCTION, INC.",NA,df3fd1db-6ce6-46ea-af9e-0bdf548fb21b,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Scotts Valley,1,FALSE,FALSE,FALSE,internal_fuzzy,266,10133.93,FALSE,CA,95066,
"JACOR CONSTRUCTION, INC.",NA,019d7122-fb7d-4581-8c1c-1530b5cc2dd1,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,SANTEE,1,FALSE,FALSE,FALSE,internal_fuzzy,900,10133.93,FALSE,CA,92071,
JHK CONSTRUCTION,NA,40498223-90c3-4336-a754-943d50f1ffa3,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Escalon,1,FALSE,FALSE,FALSE,internal_fuzzy,353,10133.93,FALSE,CA,95320,
JMJ CONSTRUCTION,NA,e437d968-4bab-4eb7-904a-4b7a67cf3c0f,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,New Lisbon,1,FALSE,FALSE,FALSE,internal_fuzzy,159.15,10133.93,TRUE,WI,53950,
K.A.R. CONSTRUCTION INC.,NA,092bc484-f84f-4f37-93b6-c8dfe86063f2,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Ontario,1,FALSE,FALSE,FALSE,internal_fuzzy,1077.34,10133.93,TRUE,CA,91762,
MAI CONSTRUCTION,NA,3a02c585-3f7c-4616-a0c1-6f6ba28bb474,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,San Jose,1,FALSE,FALSE,FALSE,internal_fuzzy,165,10133.93,FALSE,CA,95134,
MS CONSTRUCTION,NA,f06ae239-1ac2-45e7-8186-8b8861120e9b,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Sacramento,1,FALSE,FALSE,FALSE,internal_fuzzy,204.94,10133.93,TRUE,CA,95828,
R&R CONSTRUCTION,NA,e526bc38-e24a-4452-8cd1-b8ac6ae69646,NA,org_rg_10846,don't add,no,,org_rg_10846_a,adding_to_existing,San Marcos,1,FALSE,FALSE,FALSE,internal_fuzzy,2700,10133.93,FALSE,CA,92078,
R&R PACIFIC CONSTRUCTION,NA,c89412fd-8150-471a-a4c9-a072fd401759,NA,org_rg_10846,don't add,no,,org_rg_10846_b,adding_to_existing,Woodland,1,FALSE,FALSE,FALSE,internal_fuzzy,1061.46,10133.93,FALSE,CA,95695,
REM CONSTRUCTION INCORPORATED,NA,75e8a0f0-028e-4616-bae7-7f54f42eef24,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Chico,1,FALSE,FALSE,FALSE,internal_fuzzy,353,10133.93,FALSE,CA,95928,
"RSH CONSTRUCTION, INC.",NA,5e82e2bf-e763-4556-acf0-be5720b80d08,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Atascadero,1,FALSE,FALSE,FALSE,internal_fuzzy,713,10133.93,FALSE,CA,93422,
"S&H CONSTRUCTION, INC.",NA,a9819798-141d-4f71-a78f-433034c86742,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Fremont,1,FALSE,FALSE,FALSE,internal_fuzzy,353,10133.93,FALSE,CA,94538,
SEALS CONSTRUCTION INC.,NA,d9b4bf7f-70da-42ac-b768-063fac32e0f5,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Visalia,1,FALSE,FALSE,FALSE,internal_fuzzy,2110.5,10133.93,TRUE,CA,93291,
"SFBA CONSTRUCTION, INC.",NA,a1b0e728-2371-45a0-9fe6-beef342ce500,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Fremont,1,FALSE,FALSE,FALSE,internal_fuzzy,650,10133.93,FALSE,CA,94538,
"T.D.W. CONSTRUCTION, INC.",NA,884fe84e-3c3f-4eaf-81b4-5c94ad9b7416,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Livermore,1,FALSE,FALSE,FALSE,internal_fuzzy,452,10133.93,FALSE,CA,94551,
TC CONSTRUCTION COMPANY INC,NA,c673f6f4-78fc-4640-bedb-7570204d1fdc,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,SANTEE,1,FALSE,FALSE,FALSE,internal_fuzzy,3000,10133.93,FALSE,CA,92071,
TK CONSTRUCTION,NA,7b5fbf78-3b7a-4558-bffe-ce77ff5a6f35,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,San Bernardino,1,FALSE,FALSE,FALSE,internal_fuzzy,844.35,10133.93,TRUE,CA,92427,
TSE CONSTRUCTION,NA,94d08946-dc54-41fc-8291-e06b4c2c5b08,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,San Leandro,1,FALSE,FALSE,FALSE,internal_fuzzy,353,10133.93,FALSE,CA,94579,
TTS CONSTRUCTION CORP,TTS CONSTRUCTION,c19f8254-b261-41f7-9283-80b191e86474,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Lodi,1,FALSE,TRUE,FALSE,internal_fuzzy,499.93,10133.93,FALSE,CA,95240,
TTS CONSTRUCTION CORPORATION,TTS CONSTRUCTION,c19f8254-b261-41f7-9283-80b191e86474,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Lodi,1,FALSE,TRUE,FALSE,internal_fuzzy,519,10133.93,FALSE,CA,95240,
"WARD CONSTRUCTION, INC.",NA,917010b2-1a9d-4f2f-8d4c-6e1a03b3f3a6,NA,org_rg_10846,,uncertain,,org_rg_10846,adding_to_existing,Richmond,1,FALSE,FALSE,FALSE,internal_fuzzy,409.95,10133.93,TRUE,CA,94804,
"AGL ENGINEERING, INC.",NA,ec8b5d38-990a-4335-acf2-29fbd99f6cf6,NA,org_rg_10872,,uncertain,,org_rg_10872,new_entity,San Francisco,1,FALSE,FALSE,FALSE,internal_fuzzy,266,7155,FALSE,,94124,
BAY ENGINEERING LLC(DANIEL CORNILSEN),NA,98f57ef4-25c4-4ddb-852e-b42198ee2bda,NA,org_rg_10872,don't add,no,,org_rg_10872,new_entity,San Francisco,1,FALSE,FALSE,FALSE,internal_fuzzy,452,7155,TRUE,CA,94121,
"BAY TECH ENGINEERING, INC.",NA,0aa2221c-2dc4-47f0-9313-f40907404db2,NA,org_rg_10872,don't add,no,,org_rg_10872,new_entity,San Francisco,1,FALSE,FALSE,FALSE,internal_fuzzy,519,7155,FALSE,CA,94124,
C2R ENGINEERING INC,NA,2b33a88a-bb06-42d0-87cf-628337fb8386,NA,org_rg_10872,,uncertain,,org_rg_10872,new_entity,Los Alto,1,FALSE,FALSE,FALSE,internal_fuzzy,583,7155,TRUE,CA,94024,
"CMAG ENGINEERING, INC.",NA,d893ef6e-cb8d-4f2e-91cd-90375d38e82f,NA,org_rg_10872,,uncertain,,org_rg_10872,new_entity,Watsonville,1,FALSE,FALSE,FALSE,internal_fuzzy,160,7155,TRUE,CA,95076,
"D & D ENGINEERING, INC.",NA,4ae12e32-f2f2-4109-b468-9a35599ad118,NA,org_rg_10872,,uncertain,,org_rg_10872,new_entity,GLENDALE,1,FALSE,FALSE,FALSE,internal_fuzzy,300,7155,TRUE,CA,91208,
"D&D ENGINEERING, INC.",NA,b0c3bf42-cc5d-4a90-86f5-a6354ae7c377,NA,org_rg_10872,,uncertain,,org_rg_10872,new_entity,NORTH HOLLYWOOD,1,FALSE,FALSE,FALSE,internal_fuzzy,300,7155,TRUE,CA,91601,
"DARCO ENGINEERING, INC.",NA,746aec4d-efe2-4920-a50d-f756b4e00bbb,NA,org_rg_10872,,uncertain,,org_rg_10872,new_entity,San Marino,1,FALSE,FALSE,FALSE,internal_fuzzy,112.5,7155,FALSE,CA,91108,
DK ENGINEERING,NA,911c7170-39a3-491d-901e-9622392c352b,NA,org_rg_10872,,uncertain,,org_rg_10872,new_entity,Walnut Creek,1,FALSE,FALSE,FALSE,internal_fuzzy,625,7155,FALSE,CA,94596,
DUKE ENGINEERING,NA,d4a75d47-2fba-418f-9571-5ecb7683592b,NA,org_rg_10872,,uncertain,,org_rg_10872,new_entity,Lancaster,1,FALSE,FALSE,FALSE,internal_fuzzy,5000,7155,FALSE,CA,93534-3118,
"FTF ENGINEERING, INC.",NA,26bf41a0-8535-454a-8f88-abc5902d57b7,NA,org_rg_10872,,uncertain,,org_rg_10872,new_entity,San Francisco,1,FALSE,FALSE,FALSE,internal_fuzzy,596,7155,TRUE,CA,94102,
HP ENGINEERING INC.,NA,c8921fb5-d993-48a3-8275-b47bf78cd550,NA,org_rg_10872,,uncertain,,org_rg_10872,new_entity,Redlands,1,FALSE,FALSE,FALSE,internal_fuzzy,120,7155,TRUE,CA,92374,
