entity_name,canonical_name,entity_id,Contributor.ID,review_group_id,to_add_status,confirmed_link,flag,entity_status,same_recipient_variant,city,conflicting_contributor_ids,confirmed,is_conflict,link_methods,n_contributions,total_amount,max_single_recipient,state,zip,
IATSE 600 INT'L CINEMATOGRAPHE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES CINEMATOGRAPHERS GUILD LOCAL 600,c0d1328c-533e-40cc-8dbf-6bd840bd0f14,NA,org_rg_3757,add to map,yes,not sure what to choose as name,new_entity,TRUE,Los Angeles | Washington,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,9,5031,5590,CA | DC,20488 | 90046,
IATSE 600 INT'L CINEMATOGRAPHE(INTERMEDIARY FOR UNITEMIZED MEMBER DUES),INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES CINEMATOGRAPHERS GUILD LOCAL 600,c0d1328c-533e-40cc-8dbf-6bd840bd0f14,NA,org_rg_3757,add to map,yes,not sure what to choose as name,new_entity,TRUE,Los Angeles,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,559,5590,CA,90046,
CA CREDIT UNION LEAGUE PAC,CALIFORNIA CREDIT UNION LEAGUE,fe54faa9-1d46-4c96-8fc1-bfd68a665271,760225,org_rg_39,in existing map,yes,,adding_to_existing,FALSE,Ontario,FALSE,TRUE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,2,11800,1461405.51,CA,91761,
CALIFORNIA CREDIT UNION LEAGUE,CALIFORNIA CREDIT UNION LEAGUE,fe54faa9-1d46-4c96-8fc1-bfd68a665271,NA,org_rg_39,in existing map,yes,,adding_to_existing,TRUE,Ontario,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,3,0,1461405.51,CA,91761,
CALIFORNIA CREDIT UNION LEAGUE (CCUL ADMIN),CALIFORNIA CREDIT UNION LEAGUE,fe54faa9-1d46-4c96-8fc1-bfd68a665271,NA,org_rg_39,in existing map,yes,,adding_to_existing,TRUE,Ontario,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross,24,311405.51,1461405.51,CA,91761,
CALIFORNIA CREDIT UNION LEAGUE (CCUL INDEPENDENT EXPENDITURE ACCOUNT),CALIFORNIA CREDIT UNION LEAGUE,fe54faa9-1d46-4c96-8fc1-bfd68a665271,NA,org_rg_39,add to map,yes,,adding_to_existing,TRUE,Ontario,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,1140200,1461405.51,CA,91761,
CALIFORNIA CREDIT UNION LEAGUE (CCUL),CALIFORNIA CREDIT UNION LEAGUE,fe54faa9-1d46-4c96-8fc1-bfd68a665271,NA,org_rg_39,add to map,yes,,adding_to_existing,TRUE,Ontario,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,9800,1461405.51,CA,91761,
CALIFORNIA CREDIT UNION LEAGUE PAC,CALIFORNIA CREDIT UNION LEAGUE,fe54faa9-1d46-4c96-8fc1-bfd68a665271,760225,org_rg_39,in existing map,yes,,adding_to_existing,TRUE,Ontario | Sacramento,FALSE,TRUE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,21,52200,1461405.51,CA,91761 | 95814,
CALIFORNIA CREDIT UNION LEAGUE PAC INDEPENDENT EXPENDITURE ACCOUNT,CALIFORNIA CREDIT UNION LEAGUE,fe54faa9-1d46-4c96-8fc1-bfd68a665271,760225,org_rg_39,in existing map,yes,,adding_to_existing,TRUE,Ontario,FALSE,TRUE,FALSE,same_contributor_id,2,27000,1461405.51,CA,91761,
CALIFORNIA CREDIT UNION LEAGUE POLITICAL ACTION COMMITTEE,CALIFORNIA CREDIT UNION LEAGUE,fe54faa9-1d46-4c96-8fc1-bfd68a665271,760225,org_rg_39,in existing map,yes,,adding_to_existing,FALSE,Ontario,FALSE,TRUE,FALSE,map1_bridge | same_contributor_id,1,1500,1461405.51,CA,91761-1249,
"CALIFORNIA'S CREDIT UNIONS LEAGUE PAC, SPONSORED BY CALIFORNIA CREDIT UNION LEAGUE",CALIFORNIA CREDIT UNION LEAGUE,fe54faa9-1d46-4c96-8fc1-bfd68a665271,760225,org_rg_39,in existing map,yes,,adding_to_existing,FALSE,Sacramento,FALSE,TRUE,FALSE,same_contributor_id,1,2500,1461405.51,CA,95814,
CALIFORNIA'S CREDIT UNIONS POLITICAL ACTION COMMITTEE SPONSORED BY CALIFORNIA CREDIT UNION LEAGUE,CALIFORNIA CREDIT UNION LEAGUE,fe54faa9-1d46-4c96-8fc1-bfd68a665271,760225,org_rg_39,in existing map,yes,,adding_to_existing,TRUE,Sacramento,FALSE,TRUE,FALSE,name_v5_cross | same_contributor_id,1,2500,1461405.51,CA,95814,
"CALIFORNIA'S CREDIT UNIONS POLITICAL ACTION COMMITTEE, SPONSORED BY CALIFORNIA CREDIT UNION LEAGUE",CALIFORNIA CREDIT UNION LEAGUE,fe54faa9-1d46-4c96-8fc1-bfd68a665271,760225,org_rg_39,in existing map,yes,,adding_to_existing,FALSE,Sacramento,FALSE,TRUE,FALSE,name_v5_cross | same_contributor_id,1,1500,1461405.51,CA,95814-3992,
INTEGRAL COMMUNITIES(MEGAN DOWNS),INTEGRAL COMMUNITIES,9738d960-3eb5-4065-bcbf-5c01aab720ed,NA,org_rg_3913,add to map,yes,,new_entity,TRUE,Carlsbad,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,6000,6150,CA,92011,
"INTEGRAL COMMUNITIES, LLC (LANCE WAITE)",INTEGRAL COMMUNITIES,9738d960-3eb5-4065-bcbf-5c01aab720ed,NA,org_rg_3913,add to map,yes,,new_entity,TRUE,Danville,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,150,6150,CA,94526,
IRVINE COMPANY,IRVINE COMPANY,54bd2e98-be62-4bdd-970d-c2c7e25e2064,NA,org_rg_3969,in existing map,yes,,adding_to_existing,TRUE,Newport Beach,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,3,6000,11800,CA,92660-7010,
IRVINE MANAGEMENT COMPANY,IRVINE COMPANY,54bd2e98-be62-4bdd-970d-c2c7e25e2064,NA,org_rg_3969,in existing map,yes,,adding_to_existing,TRUE,Newport Beach,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,11,207400,11800,CA,92660 | 92660-7010,
IRVINE MANAGEMENT COMPANY DBA IRVINE COMPANY,IRVINE COMPANY,54bd2e98-be62-4bdd-970d-c2c7e25e2064,NA,org_rg_3969,add to map,yes,,adding_to_existing,FALSE,Newport Beach,FALSE,FALSE,FALSE,name_v5_cross,1,1500,11800,CA,92660,
"IRVINE MANAGEMENT COMPANY, DBA IRVINE COMPANY",IRVINE COMPANY,54bd2e98-be62-4bdd-970d-c2c7e25e2064,NA,org_rg_3969,in existing map,yes,,adding_to_existing,FALSE,Newport Beach,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v5_cross,6,255000,11800,CA,92660,
"JOHN F. OTTO, INC. DBA OTTO CONSTRUCTION",OTTO CONSTRUCTION,f2dfdae5-92a5-4899-802b-462956740aa6,NA,org_rg_4168,add to map,yes,,new_entity,TRUE,Sacramento,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,5,17800,23909.05,CA,95811,
"JOHN F. OTTO, INC. DBA OTTO CONSTRUCTION (RESTRICTED USE ACCOUNT)",OTTO CONSTRUCTION,f2dfdae5-92a5-4899-802b-462956740aa6,NA,org_rg_4168,add to map,yes,,new_entity,TRUE,Sacramento,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,6109.05,23909.05,CA,95811,
JOSEPH J ALBANESE INC,JOSEPH J ALBANESE INC,4411539f-d67f-4f2c-b6a2-30b3ac5ce657,NA,org_rg_4197,add to map,yes,,new_entity,FALSE,Santa Clara,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,4,7573,20318.7,CA,95051,
"JOSEPH J. ALBANESE, INC.",JOSEPH J ALBANESE INC,4411539f-d67f-4f2c-b6a2-30b3ac5ce657,NA,org_rg_4197,add to map,yes,,new_entity,TRUE,Santa Clara,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,4,19600,20318.7,CA,95050,
"JOSEPH J. ALBANESE, INC.(RESTRICTED USE ACCOUNT)",JOSEPH J ALBANESE INC,4411539f-d67f-4f2c-b6a2-30b3ac5ce657,NA,org_rg_4197,add to map,yes,,new_entity,TRUE,Santa Clara,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,718.7,20318.7,CA,95050,
KERMAN TELEPHONE COMPANY DBA SEBASTIAN,KERMAN TELEPHONE / SEBASTIAN,d7e27074-6d50-4222-bb49-aab40d999601,NA,org_rg_4297,add to map,yes,,new_entity,TRUE,Kerman,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,4900,5925,CA,93630,
KERMAN TELEPHONE COMPANY DBA SEBASTIAN (RESTRICTED USE ACCOUNT),KERMAN TELEPHONE / SEBASTIAN,d7e27074-6d50-4222-bb49-aab40d999601,NA,org_rg_4297,add to map,yes,,new_entity,TRUE,Kerman,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,1025,5925,CA,93630,
KIEWIT INFRASTRUCTURE WEST CO.,KIEWIT INFRASTRUCTURE WEST,172edfed-df91-41f0-9e77-4ff84ae54ced,NA,org_rg_4318,add to map,yes,,new_entity,TRUE,Fairfield,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,5,19600,20059,CA,94534,"subsidiary of kiewit, could just name kiewit?"
KIEWIT INFRASTRUCTURE WEST CO. (RESTRICTED USE ACCOUNT),KIEWIT INFRASTRUCTURE WEST,172edfed-df91-41f0-9e77-4ff84ae54ced,NA,org_rg_4318,add to map,yes,,new_entity,TRUE,Fairfield,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,459,20059,CA,94534,
KKW TRUCKING INCORPORATED,KKW TRUCKING,4e40c869-a445-4c97-a8ad-31a6862aa21e,NA,org_rg_4347,add to map,yes,,new_entity,TRUE,Pomona,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,6,1750.02,9590.02,CA,91768,
"KKW TRUCKING, INC.",KKW TRUCKING,4e40c869-a445-4c97-a8ad-31a6862aa21e,NA,org_rg_4347,add to map,yes,,new_entity,TRUE,Pomona,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,13,7973.32,9590.02,CA,91768 | 91768-3230,
KOOTH USA LLC (LAURA TULLY),KOOTH USA,ee54d2a5-663a-41af-9d50-9d872512d803,NA,org_rg_4376,in existing map,yes,not sure what to choose as name,adding_to_existing,FALSE,Chicago,FALSE,TRUE,FALSE,exact_name_v5 | name_v4_cross | name_v5_cross,1,25000,20000,IL,60607-2377,
KOOTH USA LLC(LAURA TULLY),KOOTH USA,ee54d2a5-663a-41af-9d50-9d872512d803,NA,org_rg_4376,add to map,yes,not sure what to choose as name,adding_to_existing,TRUE,Chicago,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,4,25000,20000,IL,60607,
KOOTH USA LLC(TIM BARKER),KOOTH USA,ee54d2a5-663a-41af-9d50-9d872512d803,NA,org_rg_4376,add to map,yes,not sure what to choose as name,adding_to_existing,TRUE,Chicago,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,5,10000,20000,IL,60607,
"KOOTH USA, LLC",KOOTH USA,ee54d2a5-663a-41af-9d50-9d872512d803,NA,org_rg_4376,in existing map,yes,not sure what to choose as name,adding_to_existing,FALSE,Chicago,FALSE,TRUE,FALSE,exact_name_v5 | name_v5_cross,1,1500,20000,IL,60607,
LGI HOMES CALIFORNIA LLC (EVAN LICHT)(EVAN LICHT),LGI HOMES CALIFORNIA,bef01a6e-3b87-4857-b1f6-be3187753c41,NA,org_rg_4569,in existing map,yes,,adding_to_existing,TRUE,Roseville,FALSE,TRUE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,9800,19675,CA,95661,
LGI HOMES CALIFORNIA LLC (SCOTT GARBER),LGI HOMES CALIFORNIA,bef01a6e-3b87-4857-b1f6-be3187753c41,NA,org_rg_4569,add to map,yes,,adding_to_existing,TRUE,The Woodlands,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,3,40928,19675,TX,77380,"name says LGI homes ca, but state is tx?"
LGI HOMES CALIFORNIA LLC(EVAN LICHT),LGI HOMES CALIFORNIA,bef01a6e-3b87-4857-b1f6-be3187753c41,NA,org_rg_4569,in existing map,yes,,adding_to_existing,TRUE,Roseville,FALSE,TRUE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,75,19675,CA,95661,
LINCOLN AVENUE CAPITAL MANAGEMENT LLC (RUSS CONDAS),LINCOLN AVENUE CAPITAL MANAGEMENT,b51a9ed4-fb09-4ad9-b5a8-d47a924127b7,NA,org_rg_4586,add to map,yes,use management company?,new_entity,TRUE,Santa Monica,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,1500,11300,CA,90401,could also be lincoln avenue communities
LINCOLN AVENUE CAPITAL MANAGEMENT LLC(RUSS CONDAS),LINCOLN AVENUE CAPITAL MANAGEMENT,b51a9ed4-fb09-4ad9-b5a8-d47a924127b7,NA,org_rg_4586,add to map,yes,use management company?,new_entity,TRUE,Santa Monica,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,9800,11300,CA,90401,could also be lincoln avenue communities
LUNDBECK INC,LUNDBECK,11ddc64f-ed2e-459c-8bdf-c0102f0f3fc6,NA,org_rg_4693,in existing map,yes,,adding_to_existing,TRUE,Arlington,FALSE,TRUE,FALSE,exact_name_v1,1,9800,130400,VA,22201,
LUNDBECK INC.,LUNDBECK,11ddc64f-ed2e-459c-8bdf-c0102f0f3fc6,NA,org_rg_4693,in existing map,yes,,adding_to_existing,TRUE,Arlington,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,3,85200,130400,VA,22201,
"LUNDBECK, INC.",LUNDBECK,11ddc64f-ed2e-459c-8bdf-c0102f0f3fc6,NA,org_rg_4693,add to map,yes,,adding_to_existing,TRUE,Arlington,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,75000,130400,VA,22201,
MARATHON PETROLEUM CORPORATION,MARATHON PETROLEUM,e93eda0f-d038-4112-a270-8a8a86ee49e9,NA,org_rg_4799,add to map,yes,more than one canonical name,adding_to_existing,TRUE,San Antonio | San Rafael,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,4500,7500,CA | TX,78259 | 94901,
MARATHON PETROLEUM CORPORATION AND ITS SUBSIDIARIES,MARATHON PETROLEUM,e93eda0f-d038-4112-a270-8a8a86ee49e9,NA,org_rg_4799,in existing map,yes,,adding_to_existing,TRUE,San Rafael | SAN RAFAEL,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v5_cross,8,47700,7500,CA,94901,
"MARATHON PETROLEUM CORPORATION AND ITS SUBSIDIARIES/MPC INVESTMENT FUND, INC.",MARATHON PETROLEUM,e93eda0f-d038-4112-a270-8a8a86ee49e9,NA,org_rg_4799,in existing map,yes,,adding_to_existing,FALSE,San Rafael,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,3,6500,7500,CA,94901,
"MPC INVESTMENT FUND, INC./MARATHON PETROLEUM CORPORATION AND ITS SUBSIDIARIES",MARATHON PETROLEUM,e93eda0f-d038-4112-a270-8a8a86ee49e9,NA,org_rg_4799,in existing map,yes,,adding_to_existing,FALSE,San Rafael,FALSE,TRUE,FALSE,map1_bridge,1,2500,7500,CA,94901,
"MCDONALD'S USA LLC, INCLUDING MCDONALD'S CORPORATION",MCDONALD'S,2e0f297b-4626-4da0-8509-86d3458f2d8e,NA,org_rg_4905,add to map,yes,,adding_to_existing,TRUE,Chicago,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,7000,10000,IL,60607,
"MCDONALD'S USA LLC, INCLUDING MCDONALD'S CORPORATION(LAUREN AGUILAR)",MCDONALD'S,2e0f297b-4626-4da0-8509-86d3458f2d8e,NA,org_rg_4905,in existing map,yes,,adding_to_existing,TRUE,Chicago,FALSE,TRUE,FALSE,exact_name_v5 | name_v4_cross | name_v5_cross,1,5000,10000,IL,60607,
"MCDONALD'S USA, LLC INCLUDING MCDONALD'S CORPORATION",MCDONALD'S,2e0f297b-4626-4da0-8509-86d3458f2d8e,NA,org_rg_4905,in existing map,yes,,adding_to_existing,FALSE,Chicago,FALSE,TRUE,FALSE,exact_name_v5 | name_v5_cross,1,2000,10000,IL,60607,
"MCDONALD'S USA, LLC, INCLUDING MCDONALD'S CORPORATION",MCDONALD'S,2e0f297b-4626-4da0-8509-86d3458f2d8e,NA,org_rg_4905,in existing map,yes,,adding_to_existing,FALSE,Chicago,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,9,32000,10000,IL,60607,
"MCDONALD'S USA, LLC, INCLUDING MCDONALD'S CORPORATION (LAUREN AGUILAR)",MCDONALD'S,2e0f297b-4626-4da0-8509-86d3458f2d8e,NA,org_rg_4905,add to map,yes,,adding_to_existing,FALSE,Chicago,FALSE,FALSE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,2000,10000,IL,60607-4106,
"MCDONALD'S USA, LLC, INCLUDING MCDONALD'S CORPORATION(LAUREN AGUILAR)",MCDONALD'S,2e0f297b-4626-4da0-8509-86d3458f2d8e,NA,org_rg_4905,in existing map,yes,,adding_to_existing,FALSE,CHICAGO,FALSE,TRUE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,2000,10000,IL,60607,
"MCDONALD'S USA, LLC, INCLUDING MCDONALD'S CORPORATION(MELISSA WALSH)",MCDONALD'S,2e0f297b-4626-4da0-8509-86d3458f2d8e,NA,org_rg_4905,add to map,yes,,adding_to_existing,FALSE,Chicago,FALSE,FALSE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,3000,10000,IL,60607,
MCGUIRE AND HESTER,MCGUIRE AND HESTER,8d87ef0f-29af-4b22-b746-47c20fc3e5e9,NA,org_rg_4911,add to map,yes,,new_entity,TRUE,Alameda,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,4,19600,21607,CA,94502,
MCGUIRE AND HESTER (RUA),MCGUIRE AND HESTER,8d87ef0f-29af-4b22-b746-47c20fc3e5e9,NA,org_rg_4911,add to map,yes,,new_entity,TRUE,Alameda,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,2007,21607,CA,94502,
MERIWEST CU,MERIWEST CREDIT UNION,ce09c4e6-e258-4a82-a89a-8565b6569a04,NA,org_rg_4993,add to map,yes,,new_entity,TRUE,San Jose,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,9800,20280,CA,95123,
MERIWEST CU (INDEPENDENT EXPENDITURE ACCOUNT),MERIWEST CREDIT UNION,ce09c4e6-e258-4a82-a89a-8565b6569a04,NA,org_rg_4993,add to map,yes,,new_entity,TRUE,San Jose,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,10480,20280,CA,95123,
MLADEN BUNTICH CONSTRUCTION CO INC.,MLADEN BUNTICH CONSTRUCTION,89b033ef-3066-4b81-a6ce-dc5e5e1e17a0,NA,org_rg_5111,add to map,yes,,new_entity,TRUE,Upland,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,4,16591,17421,CA,91786,
MLADEN BUNTICH CONSTRUCTION CO INC. (RUA),MLADEN BUNTICH CONSTRUCTION,89b033ef-3066-4b81-a6ce-dc5e5e1e17a0,NA,org_rg_5111,add to map,yes,,new_entity,TRUE,Upland,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,830,17421,CA,91786,
MOLINA HEALTHCARE INC.,MOLINA HEALTHCARE,690b715e-1273-4e48-a73c-f8d7d976552d,NA,org_rg_5126,in existing map,yes,,adding_to_existing,TRUE,Long Beach,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,4,23500,23400,CA,90802,
MOLINA HEALTHCARE INC. (RESTRICTED USE ACCOUNT),MOLINA HEALTHCARE,690b715e-1273-4e48-a73c-f8d7d976552d,NA,org_rg_5126,add to map,yes,,adding_to_existing,TRUE,Long Beach,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,1900,23400,CA,90802,
"MOLINA HEALTHCARE, INC",MOLINA HEALTHCARE,690b715e-1273-4e48-a73c-f8d7d976552d,NA,org_rg_5126,in existing map,yes,,adding_to_existing,FALSE,Long Beach,FALSE,TRUE,FALSE,exact_name_v1,1,2000,23400,CA,90802,
"MOLINA HEALTHCARE, INC.",MOLINA HEALTHCARE,690b715e-1273-4e48-a73c-f8d7d976552d,NA,org_rg_5126,in existing map,yes,,adding_to_existing,FALSE,Long Beach,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,4,6000,23400,CA,90802,
MONTEREY MECHANICAL,MONTEREY MECHANICAL,a73750d3-a794-49ba-ac86-591575e0373d,NA,org_rg_5143,add to map,yes,,new_entity,TRUE,Oakland,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,3431,7807,CA,94621,
MONTEREY MECHANICAL CO,MONTEREY MECHANICAL,a73750d3-a794-49ba-ac86-591575e0373d,NA,org_rg_5143,add to map,yes,,new_entity,TRUE,Oakland,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,4376,7807,CA,94621,
MOUNTAIN CASCADE INC,MOUNTAIN CASCADE,97fb4127-ac1b-44e0-87e7-57a989244d8d,NA,org_rg_5191,add to map,yes,,new_entity,TRUE,Livermore,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,3431,5014,CA,94550,
"MOUNTAIN CASCADE, INC.",MOUNTAIN CASCADE,97fb4127-ac1b-44e0-87e7-57a989244d8d,NA,org_rg_5191,add to map,yes,,new_entity,TRUE,Livermore,FALSE,FALSE,FALSE,name_v5_cross,1,1583,5014,CA,94551,
"ORTIZ ENTERPRISES, INC.",ORTIZ ENTERPRISES,fbaaa20e-8d66-4fa8-92ef-3c9e4bfceb14,NA,org_rg_5522,add to map,yes,,new_entity,TRUE,Irvine,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,8868.45,11823,CA,92618,
"ORTIZ ENTERPRISES, INC. (RESTRICTED USE ACCOUNT)",ORTIZ ENTERPRISES,fbaaa20e-8d66-4fa8-92ef-3c9e4bfceb14,NA,org_rg_5522,add to map,yes,,new_entity,TRUE,Irvine,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,2954.55,11823,CA,92618,
PACIFIC GAS & ELECTRIC (PG&E) CORPORATION,PG&E,ea50ed39-2a57-47be-a9de-fcb9aa6db4f2,NA,org_rg_5565,in existing map,yes,,adding_to_existing,TRUE,Sacramento,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross,3,99375,149375,CA,95814,
PACIFIC GAS & ELECTRIC (PG&E) CORPORATION & AFFILIATED ENTITIES,PG&E,ea50ed39-2a57-47be-a9de-fcb9aa6db4f2,NA,org_rg_5565,add to map,yes,,adding_to_existing,TRUE,Oakland,FALSE,FALSE,FALSE,name_v5_cross,1,50000,149375,CA,94612,
PACIFIC GAS & ELECTRIC CORPORATION (PG&E),PG&E,ea50ed39-2a57-47be-a9de-fcb9aa6db4f2,NA,org_rg_5565,add to map,yes,,adding_to_existing,FALSE,San Francisco,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,5,140000,149375,CA,94108,
PG & E CORPORATION,PG&E,ea50ed39-2a57-47be-a9de-fcb9aa6db4f2,NA,org_rg_5565,in existing map,yes,,adding_to_existing,TRUE,Oakland,FALSE,TRUE,FALSE,exact_name_v4 | map1_bridge | name_v4_cross | name_v5_cross,1,9800,149375,CA,94612,
PG & E CORPORATION (RESTRICTED USE ACCOUNT),PG&E,ea50ed39-2a57-47be-a9de-fcb9aa6db4f2,NA,org_rg_5565,in existing map,yes,,adding_to_existing,TRUE,Oakland,FALSE,TRUE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,15200,149375,CA,94612,
PG&E,PG&E,ea50ed39-2a57-47be-a9de-fcb9aa6db4f2,NA,org_rg_5565,in existing map,yes,,adding_to_existing,FALSE,Oakland,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,3,5900,149375,CA,94612,
PG&E CORPORATION,PG&E,ea50ed39-2a57-47be-a9de-fcb9aa6db4f2,NA,org_rg_5565,in existing map,yes,,adding_to_existing,TRUE,Oakland | San Francisco,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,26,210000,149375,CA,94105 | 94512 | 94612,
PG&E CORPORATION AND AFFILIATED ENTITIES,PG&E,ea50ed39-2a57-47be-a9de-fcb9aa6db4f2,NA,org_rg_5565,in existing map,yes,,adding_to_existing,TRUE,Oakland | OAKLAND,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v5_cross,15,294330.69,149375,CA,94612,
PASO ROBLES PUBLIC EDUCATORS (UNITEMIZED MEMBER CONTIBUTIONS),PASO ROBLES PUBLIC EDUCATORS,39ddc8fa-5fd6-4627-be8a-80c9e1ea1420,NA,org_rg_5679,add to map,yes,,new_entity,TRUE,Atascadero,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,819.2,6115.5,CA,93422,
PASO ROBLES PUBLIC EDUCATORS (UNITEMIZED MEMBER CONTRIBUTIONS),PASO ROBLES PUBLIC EDUCATORS,39ddc8fa-5fd6-4627-be8a-80c9e1ea1420,NA,org_rg_5679,add to map,yes,,new_entity,TRUE,Atascadero | Paso Robles,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,4,5296.3,6115.5,CA,93422 | 93446,
"PAVEMENT RECYCLING SYSTEMS, INC.",PAVEMENT RECYCLING SYSTEMS,78fc44e6-a588-48a5-a2cc-07f439c58b26,NA,org_rg_5702,add to map,yes,,new_entity,TRUE,Jurupa Valley,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,8,23950,22543,CA,91752,
"PAVEMENT RECYCLING SYSTEMS, INC. (RESTRICTED USE ACCOUNT)",PAVEMENT RECYCLING SYSTEMS,78fc44e6-a588-48a5-a2cc-07f439c58b26,NA,org_rg_5702,add to map,yes,,new_entity,TRUE,Jurupa Valley,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,2943,22543,CA,91752,
