entity_name,Contributor.ID,review_group_id,canonical_name,to_add_status,confirmed_link,entity_id,flag,entity_status,confirmed,conflicting_contributor_ids,is_conflict,n_contributions,link_methods,total_amount,max_single_recipient,city,state,zip,notes
CREDIT UNION OF SOUTHERN CA,NA,org_rg_2190,CREDIT UNION OF SOUTHERN CALIFORNIA,add to map,yes,57d0d482-f045-4afb-8e87-bee3f197ebba,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge,1500,19600,Anaheim,CA,92809,
CREDIT UNION OF SOUTHERN CALIFORNIA,NA,org_rg_2190,CREDIT UNION OF SOUTHERN CALIFORNIA,add to map,yes,57d0d482-f045-4afb-8e87-bee3f197ebba,,new_entity,FALSE,FALSE,FALSE,6,exact_name_v1 | exact_name_v1 | map1_bridge,26100,19600,Anaheim | Ontario | Whittier,CA,90603-2077 | 91761 | 92808,
MIKE GATTO FOR LT GOVERNOR 2026,1445004,org_rg_220,MIKE GATTO FOR LT GOVERNOR,add to map,yes,76ca66da-3c06-45cb-bbc4-90754d8537fe,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,10000,10000,Encino,CA,91436-1856,
MIKE GATTO FOR LT. GOVERNOR 2026,1445004,org_rg_220,MIKE GATTO FOR LT GOVERNOR,add to map,yes,76ca66da-3c06-45cb-bbc4-90754d8537fe,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1000,10000,Encino,CA,91436-1856,
CALIFORNIANS FOR SAFER NEIGHBORHOODS,1445789,org_rg_221,CALIFORNIANS FOR SAFER NEIGHBORHOODS,add to map,yes,dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,5500,7900,Norwalk,CA,90650,
CALIFORNIANS FOR SAFER NEIGHBORHOODS SPONSORED BY ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS,1445789,org_rg_221,CALIFORNIANS FOR SAFER NEIGHBORHOODS,add to map,yes,dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56,,new_entity,FALSE,FALSE,FALSE,4,same_contributor_id,16300,7900,Norwalk | NORWALK,CA,90650,
"CALIFORNIANS FOR SAFER NEIGHBORHOODS, SPONSORED BY ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS",1445789,org_rg_221,CALIFORNIANS FOR SAFER NEIGHBORHOODS,add to map,yes,dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56,,new_entity,FALSE,FALSE,FALSE,4,map1_bridge | same_contributor_id | same_contributor_id,10400,7900,Norwalk,CA,90650,
HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS,1446977,org_rg_222,HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS,add to map,yes,14ef12bf-9421-419b-9580-dbb9332e5bbd,,new_entity,FALSE,FALSE,FALSE,4,same_contributor_id,69883.34,45000,Sacramento,CA,95815,
"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",1446977,org_rg_222,HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS,add to map,yes,14ef12bf-9421-419b-9580-dbb9332e5bbd,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5000,45000,SACRAMENTO,CA,95815,
"LOWE'S COMPANIES, INC. PAC (FED PAC ID# C00251751)",1454875,org_rg_223,LOWE'S,add to map,yes,a4ef0b1f-57a4-458e-b241-e00574cad2cb,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,2000,5000,Mooresville,NC,28117,
"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE (FED PAC IDC00251751)",1454875,org_rg_223,LOWE'S,add to map,yes,a4ef0b1f-57a4-458e-b241-e00574cad2cb,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5000,5000,MOORESVILLE,NC,28117,
"EMPLOYEES OF QUANTA SERVICES, INC. (FEC ID# C00720920)",1459576,org_rg_226,QUANTA SERVICES,add to map,yes,f99936ca-104d-4fe2-a32f-aedf8b9ce15b,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,2000,12000,Houston,TX,77056-6175,
"QUANTA SERVICES, INC. POLITICAL ACTION COMMITTEE (FEC ID #C00720920)",1459576,org_rg_226,QUANTA SERVICES,add to map,yes,f99936ca-104d-4fe2-a32f-aedf8b9ce15b,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,12000,12000,Houston,TX,77056,
PHYSICIAN ASSOCIATION OF CALIFORNIA (PAC) PAC,1464730,org_rg_228,PHYSICIAN ASSOCIATION OF CALIFORNIA,add to map,yes,fb40e856-baa0-429b-9860-a76cf1d99946,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,1500,39200,Sacramento,CA,95814,
PHYSICIAN ASSOCIATION OF CALIFORNIA (PAC) POLITICAL ACTION COMMITTEE,1464730,org_rg_228,PHYSICIAN ASSOCIATION OF CALIFORNIA,add to map,yes,fb40e856-baa0-429b-9860-a76cf1d99946,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,1500,39200,Sacramento,CA,95814-4428,
CA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,1465611,org_rg_229,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES,add to map,yes,9b4f9aac-87d9-4d2b-b8c8-743708587f3a,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1000,50000,San Rafael,CA,94901,
CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESS PAC,1465611,org_rg_229,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES,add to map,yes,9b4f9aac-87d9-4d2b-b8c8-743708587f3a,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1500,50000,San Rafael,CA,94901-5596,
CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES,NA,org_rg_229,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES,add to map,yes,9b4f9aac-87d9-4d2b-b8c8-743708587f3a,,new_entity,FALSE,FALSE,FALSE,18,exact_name_v1 | exact_name_v1 | map1_bridge,34718.55,50000,San Rafael,CA,94901,
CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,1465611,org_rg_229,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES,add to map,yes,9b4f9aac-87d9-4d2b-b8c8-743708587f3a,,new_entity,FALSE,FALSE,FALSE,30,map1_bridge | same_contributor_id | same_contributor_id,113000,50000,San Rafael | SAN RAFAEL,CA,94901 | 94901-5596,
LOS ANGELES POLICE PROTECTIVE LEAGUE PAC - SCC,743579,org_rg_23,LOS ANGELES POLICE PROTECTIVE LEAGUE,add to map,yes,b19e4deb-2eb0-48e7-aca2-1f9250bd3174,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,5000,39200,Sacramento,CA,95814,
LOS ANGELES POLICE PROTECTIVE LEAGUE PAC SMALL CONTRIBUTOR COMMITTEE,743579,org_rg_23,LOS ANGELES POLICE PROTECTIVE LEAGUE,add to map,yes,b19e4deb-2eb0-48e7-aca2-1f9250bd3174,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,20000,39200,Sacramento,CA,95814,
MARINER FINANCE LLC POLITICAL ACTION COMMITTEE,1466651,org_rg_230,MARINER FINANCE,add to map,yes,157edb3f-a694-4021-a18a-45eb9a46951b,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,10000,10000,Nottingham,MD,21236,
MARINER FINANCE LLC POLITICAL ACTION COMMITTEE (FEC ID#C00757823),1466651,org_rg_230,MARINER FINANCE,add to map,yes,157edb3f-a694-4021-a18a-45eb9a46951b,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,3000,10000,Nottingham,MD,21236,
MARINER FINANCE LLC POLITICAL ACTION COMMITTEE (FED ID #C00757823),1466651,org_rg_230,MARINER FINANCE,add to map,yes,157edb3f-a694-4021-a18a-45eb9a46951b,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,3000,10000,Nottingham,MD,21236,
"MARINER FINANCE, LLC PAC (FED PAC ID #C00727823)",1466651,org_rg_230,MARINER FINANCE,add to map,yes,157edb3f-a694-4021-a18a-45eb9a46951b,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,3500,10000,Nottingham,MD,21236,
"BUILDING A STRONGER FUTURE FOR CA PAC, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS",1469747,org_rg_232,BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC,add to map,yes,a2e6121b-e41c-44ed-b985-d343c5fcd8c9,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5000,39200,Sacramento,CA,95814,Map to the same as BUILDING A STRONGER CALIFORNIA SPONSORED BY SOUTHWEST REGIONAL COUNCIL OF CARPENTERS? Separate pac ids so decided not to group together
"BUILDING A STRONGER FUTURE FOR CA PAC, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS SMALL CONTRIBUTOR COMMITTEE",1469747,org_rg_232,BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC,add to map,yes,a2e6121b-e41c-44ed-b985-d343c5fcd8c9,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5900,39200,Sacramento,CA,95814,"Map to the same as BUILDING A STRONGER CALIFORNIA SPONSORED BY SOUTHWEST REGIONAL COUNCIL OF CARPENTERS? diff PAC id, but same concept"
BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC,1469747,org_rg_232,BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC,add to map,yes,a2e6121b-e41c-44ed-b985-d343c5fcd8c9,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,39200,39200,Los Angeles,CA,90071-1712,Map to the same as BUILDING A STRONGER CALIFORNIA SPONSORED BY SOUTHWEST REGIONAL COUNCIL OF CARPENTERS? 
"BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC, SPONSORED BY WESTERN STATE REGIONAL COUNCIL OF CARPENTERS SCC",1469747,org_rg_232,BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC,add to map,yes,a2e6121b-e41c-44ed-b985-d343c5fcd8c9,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,3000,39200,Sacramento,CA,95814,Map to the same as BUILDING A STRONGER CALIFORNIA SPONSORED BY SOUTHWEST REGIONAL COUNCIL OF CARPENTERS? 
"BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS",1469747,org_rg_232,BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC,add to map,yes,a2e6121b-e41c-44ed-b985-d343c5fcd8c9,,new_entity,FALSE,FALSE,FALSE,4,same_contributor_id,28200,39200,Sacramento | SACRAMENTO,CA,95814 | 95814-4503,Map to the same as BUILDING A STRONGER CALIFORNIA SPONSORED BY SOUTHWEST REGIONAL COUNCIL OF CARPENTERS? 
"BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS SCC",1469747,org_rg_232,BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC,add to map,yes,a2e6121b-e41c-44ed-b985-d343c5fcd8c9,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5900,39200,Sacramento,CA,95814,Map to the same as BUILDING A STRONGER CALIFORNIA SPONSORED BY SOUTHWEST REGIONAL COUNCIL OF CARPENTERS? 
BUILDING A STRONGER CALIFORNIA SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS,870169,org_rg_101_a,BUILDING A STRONGER CALIFORNIA,add to map,yes,0428d03d-492c-4428-8c34-8a72f7a25e58,,adding_to_existing,FALSE,TRUE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,8500,45000,Los Angeles,CA,90071,"different sponsor which is confusing, but same id seems like enough"
DART CONTAINER,NA,org_rg_2353,DART CONTAINER,add to map,yes,2fa36453-d045-4a92-b96b-8c03625da162,,new_entity,FALSE,FALSE,FALSE,13,exact_name_v1 | exact_name_v1 | map1_bridge,34700,20000,Corona | Mason,CA | MI,48854 | 92880,
DART CONTAINER CORPORATION,NA,org_rg_2353,DART CONTAINER,add to map,yes,2fa36453-d045-4a92-b96b-8c03625da162,,new_entity,FALSE,FALSE,FALSE,3,exact_name_v1 | exact_name_v1 | map1_bridge,3400,20000,Corona | Mason,CA | MI,48854 | 92880-1704,
DAVITA KIDNEY CARE,NA,org_rg_2367,DAVITA,add to map,yes,2e58183c-cc36-4657-9c74-546146547fef,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,9800,75000,Denver,CO,80202,
"DAVITA, INC",NA,org_rg_2367,DAVITA,add to map,yes,2e58183c-cc36-4657-9c74-546146547fef,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,5900,75000,Sacramento,CA,95814,
RANSOM FOR ASSEMBLY 2026,1477142,org_rg_237,RHODESIA RANSOM FOR STATE ASSEMBLY,add to map,yes,f81f1819-a58b-46ae-8ea5-878a35aaf093,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1000,10000,Inglewood,CA,90301,
RHODESIA RANSOM FOR STATE ASSEMBLY,1477142,org_rg_237,RHODESIA RANSOM FOR STATE ASSEMBLY,add to map,yes,f81f1819-a58b-46ae-8ea5-878a35aaf093,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,10000,10000,Inglewood,CA,90301-1764,
"GONZALEZ FOR ASSEMBLY 2026, MARK",1477312,org_rg_238,MARK GONZALEZ FOR ASSEMBLY,add to map,yes,6db32d83-ad5e-40ef-8060-b72241997811,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1000,5900,Norwalk,CA,90650,
MARK GONZALEZ FOR ASSEMBLY 2026,1477312,org_rg_238,MARK GONZALEZ FOR ASSEMBLY,add to map,yes,6db32d83-ad5e-40ef-8060-b72241997811,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5900,5900,Norwalk,CA,90650-8352,
EVAN LOW FOR STATE CONTROLLER 2030,1478537,org_rg_240,EVAN LOW FOR STATE CONTROLLER,add to map,yes,464092a3-b054-405a-a810-e2c240b8e1b6,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,25000,25000,SACRAMENTO,CA,95815,
LOW FOR STATE CONTROLLER 2030,1478537,org_rg_240,EVAN LOW FOR STATE CONTROLLER,add to map,yes,464092a3-b054-405a-a810-e2c240b8e1b6,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5900,25000,Sacramento,CA,95815,
SMART JUSTICE AMERICA ACTION FUND (FEC ID# C00889832),1479934,org_rg_241,SMART JUSTICE AMERICA,add to map,yes,3f0522a3-1022-4098-aa65-52d70b5c8118,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,10000,12500,Sacramento,CA,95815,
SMART JUSTICE AMERICA ACTION FUND (FEDERAL ID# C00889832),1479934,org_rg_241,SMART JUSTICE AMERICA,add to map,yes,3f0522a3-1022-4098-aa65-52d70b5c8118,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,12500,12500,Sacramento,CA,95815-4415,
"CALIFORNIANS FOR RESPONSIBLE ARTIFICIAL INTELLIGENCE, SPONSORED BY ENCODE AI CORPORATION",1480805,org_rg_242,CALIFORNIANS FOR RESPONSIBLE ARTIFICIAL INTELLIGENCE,add to map,yes,4b4dd458-dc92-44fa-a331-5a8e68d2f458,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,39200,39200,San Rafael,CA,94901-5596,
"CALIFORNIANS FOR RESPONSIBLE ARTIFICIAL INTELLIGENCE, SPONSORED BY ENCODE ARTIFICIAL INTELLIGENCE CORPORATION",1480805,org_rg_242,CALIFORNIANS FOR RESPONSIBLE ARTIFICIAL INTELLIGENCE,add to map,yes,4b4dd458-dc92-44fa-a331-5a8e68d2f458,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,11800,39200,San Rafael,CA,94901,
CONSUMERS AGAINST GREED PAC,1483175,org_rg_243,CONSUMERS AGAINST GREED PAC,add to map,yes,4f8a1480-5774-48b1-ada9-a632c801117f,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1500,5900,Sacramento,CA,95814,
CONSUMERS AGAINST GREED PAC (CAG PAC),1483175,org_rg_243,CONSUMERS AGAINST GREED PAC,add to map,yes,4f8a1480-5774-48b1-ada9-a632c801117f,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5900,5900,Sacramento,CA,95814,
MODERN INFRASTRUCTURE ALLIANCE PAC SPONSORED BY PROLOGIS,1488590,org_rg_246,MODERN INFRASTRUCTURE ALLIANCE PAC,add to map,yes,5e77c301-834a-49e0-ad00-60e3f19a7069,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,15000,1.00E+05,San Rafael,CA,94901-5596,
"MODERN INFRASTRUCTURE ALLIANCE PAC, SPONSORED BY PROLOGIS",1488590,org_rg_246,MODERN INFRASTRUCTURE ALLIANCE PAC,add to map,yes,5e77c301-834a-49e0-ad00-60e3f19a7069,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,125000,1.00E+05,San Rafael,CA,94901,
DISNEY WORLDWIDE SERVICE INC.,NA,org_rg_2473,DISNEY,add to map,yes,728ae24f-57f0-4735-91e7-59fe1828796b,,adding_to_existing,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,4000,15000,Burbank,CA,91521,
E&J GALLO WINERY INC.,NA,org_rg_2589,E & J GALLO WINERY,add to map,yes,9c10ce6c-4298-44a0-8db2-520d7dd8bfe6,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,25000,25000,Modesto,CA,95354-2760,
CALIFORNIA STATE PIPE TRADES COUNCIL OF THE UNITED ASSOCIATION PAC SMALL CONTRIBUTOR COMMITTEE,743895,org_rg_26,CALIFORNIA STATE PIPE TRADES COUNCIL,add to map,yes,45b25f2f-acfc-44f3-9cec-df8a18e6eb2a,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,7500,78400,Sacramento,CA,95814,
CALIFORNIA STATE PIPE TRADES COUNCIL OF THE UNITED ASSOCIATION POLITICAL ACTION FUND,743895,org_rg_26,CALIFORNIA STATE PIPE TRADES COUNCIL,add to map,yes,45b25f2f-acfc-44f3-9cec-df8a18e6eb2a,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,5000,78400,Sacramento,CA,95814,
EAST WEST BANK,NA,org_rg_2611,EAST WEST BANK,add to map,yes,866fc3e3-d035-4e6e-a86e-8ee65e63a047,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,71700,56700,Pasadena | PASADENA,CA,91101,
"EAST WEST BANK AND E-W SERVICES, INC.",NA,org_rg_2611,EAST WEST BANK,add to map,yes,866fc3e3-d035-4e6e-a86e-8ee65e63a047,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge,10000,56700,PASADENA,CA,91101,
"EISAI, INC",NA,org_rg_2656,EISAI,add to map,yes,b5b16291-7cdc-4c5b-b893-3ef2231c4fc6,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,19600,19600,Bridgewater,NJ,8807,
"EISAI, INC.",NA,org_rg_2656,EISAI,add to map,yes,b5b16291-7cdc-4c5b-b893-3ef2231c4fc6,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,398,19600,Bridgewater,NJ,8807,
21ST CENTURY ALLIANCE,NA,org_rg_278,21ST CENTURY ALLIANCE,add to map,yes,e0e19137-f3a4-42dc-a72c-ae8dc14d0411,,new_entity,FALSE,FALSE,FALSE,24,exact_name_v1 | exact_name_v1 | map1_bridge,16872.3,16872.3,Sacramento,CA,95811,
21ST CENTURY ALLIANCE GOOD GOVERNMENT PAC,1439959,org_rg_278,21ST CENTURY ALLIANCE,add to map,yes,e0e19137-f3a4-42dc-a72c-ae8dc14d0411,,new_entity,FALSE,FALSE,FALSE,5,exact_name_v1 | exact_name_v1 | map1_bridge,15800,16872.3,Oakland,CA,94607 | 94607-3510,
FOX CORPORATE SERVICES,NA,org_rg_3051,FOX CORPORATION,add to map,yes,da90130c-4617-4e37-ab3b-e37e709353f3,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,5900,19600,Los Angeles,CA,90064,
CALIFORNIA APARTMENT ASSOCIATION INDEPENDENT EXPENDITURE COMMITTEE,1294628,org_rg_31,CALIFORNIA APARTMENT ASSOCIATION,add to map,yes,6cdc0b1b-348b-4859-a4ff-753ae4b4cdd0,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,5,same_contributor_id,985000,760000,Granite Bay | Sacramento | SACRAMENTO,CA,95746 | 95814,seems like an issue with contributor.ids
CALIFORNIA APARTMENT ASSOCIATION PAC (ALL-PURPOSE ACCOUNT),745208,org_rg_31,CALIFORNIA APARTMENT ASSOCIATION,add to map,yes,6cdc0b1b-348b-4859-a4ff-753ae4b4cdd0,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,15000,105000,Sacramento,CA,95814,
CALIFORNIA APARTMENT ASSOCIATION POLITICAL ACTION COMMITTTEE,745208,org_rg_31,CALIFORNIA APARTMENT ASSOCIATION,add to map,yes,6cdc0b1b-348b-4859-a4ff-753ae4b4cdd0,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,15000,105000,Sacramento,CA,95814-4439,
GOVERNMENT EMPLOYEES INSURANCE CO. (GEICO),NA,org_rg_3189,GEICO,add to map,yes,6f0422b6-8d45-440e-875e-07aa37baeee5,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge,15000,25000,Washington,DC,20076,
CALIFORNIA OPTOMETRIC PAC (CAL-OPAC),745825,org_rg_32,CALIFORNIA OPTOMETRIC,add to map,yes,af1ce7a4-700c-493d-a06c-a3d131c2b44e,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,1500,39200,Sacramento,CA,95835,
CALIFORNIA BROADBAND & VIDEO ASSOCIATION (CALBROADBAND) PAC,745932,org_rg_34,CALBROADBAND,add to map,yes,a0d15db3-932f-4981-b168-2b71be023c65,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,2000,5000,Sacramento,CA,95814,
CALIFORNIA BROADBAND & VIDEO ASSOCIATION CALBROADBAND PAC,745932,org_rg_34,CALBROADBAND,add to map,yes,a0d15db3-932f-4981-b168-2b71be023c65,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,5000,5000,Sacramento,CA,95814,
GREENBERG TRAURIG LLP,NA,org_rg_3407,GREENBERG TRAURIG,add to map,yes,f4d6205c-74be-4225-a4b5-7555a6e7722c,,adding_to_existing,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,10000,10000,Doral | Sacramento,CA | FL,33166 | 95814,
HABEMATOLEL POMO OF UPPER LAKE (HPUL),NA,org_rg_3483,HABEMATOLEL POMO OF UPPER LAKE,add to map,yes,0fa67dc1-4d7a-453a-93de-69b4e5430bae,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,15000,Upper Lake,CA,95485,
HABEMATOLEL POMO OF UPPER LAKE TEO,NA,org_rg_3483,HABEMATOLEL POMO OF UPPER LAKE,add to map,yes,0fa67dc1-4d7a-453a-93de-69b4e5430bae,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,5900,15000,Upper Lake,CA,95485,
HABEMATOLEL POMO UPPER LAKE,NA,org_rg_3483,HABEMATOLEL POMO OF UPPER LAKE,add to map,yes,0fa67dc1-4d7a-453a-93de-69b4e5430bae,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,3000,15000,Upper Lake,CA,95485,
HABERMATOLEL POMO OF UPPER LAKE,NA,org_rg_3483,HABEMATOLEL POMO OF UPPER LAKE,add to map,yes,0fa67dc1-4d7a-453a-93de-69b4e5430bae,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy | map1_bridge,5900,15000,Upper Lake,CA,95485,
"HALL AMBULANCE SERVICE, INC",NA,org_rg_3495,HALL AMBULANCE SERVICE,add to map,yes,5c0b142f-01ea-42b2-822c-c6faf8c97d08,,new_entity,FALSE,FALSE,FALSE,3,exact_name_v1,10104.48,10104.48,Bakersfield,CA,93301,
"HALL AMBULANCE SERVICE, INC.",NA,org_rg_3495,HALL AMBULANCE SERVICE,add to map,yes,5c0b142f-01ea-42b2-822c-c6faf8c97d08,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,2500,10104.48,Bakersfield,CA,93301,
HNTB CORPORATION,NA,org_rg_3653,HNTB HOLDINGS LTD,add to map,yes,2c59fe0e-ba26-456c-ba38-b6d88b24ad2a,,adding_to_existing,FALSE,FALSE,FALSE,6,exact_name_v1 | exact_name_v1 | map1_bridge,5627,5627,Santa Ana,CA,92707,"I think its the same entity. https://calmatters.digitaldemocracy.org/organizations/-6300 DD links them, but cities are different. Defaulted to DD"
HNTB HOLDING LTD. PAC,NA,org_rg_3653,HNTB HOLDINGS LTD,add to map,yes,2c59fe0e-ba26-456c-ba38-b6d88b24ad2a,,adding_to_existing,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,850,5627,Kansas City,MO,64105,"I think its the same entity. https://calmatters.digitaldemocracy.org/organizations/-6300 DD links them, but cities are different. Defaulted to DD"
HNTB HOLDINGS LTD PAC (FEC ID#C0038629),1298176,org_rg_3653,HNTB HOLDINGS LTD,add to map,yes,2c59fe0e-ba26-456c-ba38-b6d88b24ad2a,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge,2500,5627,Kansas City,MO,64105,"I think its the same entity. https://calmatters.digitaldemocracy.org/organizations/-6300 DD links them, but cities are different. Defaulted to DD"
HOLISTIC ALTERNATIVE RECOVERY TRUST INC,NA,org_rg_3669,HOLISTIC ALTERNATIVE RECOVERY TRUST,add to map,yes,bd266ee0-900d-43d6-a912-dab62790889a,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,3000,5000,Lexington | LEXINGTON,KY,40507,
HOLISTIC ALTERNATIVE RECOVERY TRUST INC.,NA,org_rg_3669,HOLISTIC ALTERNATIVE RECOVERY TRUST,add to map,yes,bd266ee0-900d-43d6-a912-dab62790889a,,new_entity,FALSE,FALSE,FALSE,5,exact_name_v1,11100,5000,Lexington,KY,40507,
"HOLISTIC ALTERNATIVE RECOVERY TRUST, INC",NA,org_rg_3669,HOLISTIC ALTERNATIVE RECOVERY TRUST,add to map,yes,bd266ee0-900d-43d6-a912-dab62790889a,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,2500,5900,Lexington,KY,40507,
"HOLISTIC ALTERNATIVE RECOVERY TRUST, INC.",NA,org_rg_3669,HOLISTIC ALTERNATIVE RECOVERY TRUST,add to map,yes,bd266ee0-900d-43d6-a912-dab62790889a,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,7400,5900,Lexington,KY,40507 | 40507-1706,
CA CREDIT UNION,NA,org_rg_37_b,CALIFORNIA CREDIT UNION,add to map,yes,b63f52f9-9660-4083-bade-89057c93f6fe,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy | map1_bridge,1500,316805.51,Glendale,CA,91203,DD links these to california credit union leage. But it seems to be a different entity (https://www.ccu.com/) - all ca credit unions are in glendale whereas CA credit union league are in ontario or sacramento. zip code matches ca credit union glendal address. 
