"entity_name","canonical_name_r1","to_add_status_r1","entity_status_r1","entity_id_r1","Contributor.ID_r1","city_r1","state_r1","review_group_id_r1","confirmed_link_r1","confirmed_r1","is_conflict_r1","notes_r1","link_methods_r1","n_contributions_r1","total_amount_r1","zip_r1","Contributor.ID_r2","review_group_id_r2","canonical_name_r2","to_add_status_r2","confirmed_link_r2","entity_id_r2","flag_r2","entity_status_r2","confirmed_r2","conflicting_contributor_ids_r2","is_conflict_r2","n_contributions_r2","link_methods_r2","total_amount_r2","max_single_recipient_r2","city_r2","state_r2","zip_r2","notes_r2","review_source","in_refined_queue"
"CENTENE AND ITS AFFILIATE HEALTH NET COMMUNITY SOLUTIONS, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1804_a","CENTENE","add to map","uncertain","e59dce6c-234f-4c72-9587-6e1344d47542","more than one canonical name","adding_to_existing",FALSE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",11700,78400,"Sacramento","CA","95814","call it health net or centene?not sure whether to group management company with non-management","review2_only",FALSE
"CENTENE AND ITS AFFILIATE HEALTH NET(ALLISSA KO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1804_a","CENTENE","add to map","uncertain","e59dce6c-234f-4c72-9587-6e1344d47542","more than one canonical name","adding_to_existing",FALSE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",20000,78400,"Sacramento","CA","95814","not sure whether to group management company with non-management","review2_only",FALSE
"CENTENE AND ITS AFFLIATE HEALTH NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1804_a","CENTENE","add to map","uncertain","e59dce6c-234f-4c72-9587-6e1344d47542","more than one canonical name","adding_to_existing",FALSE,FALSE,FALSE,1,"map1_bridge",1500,78400,"Sacramento","CA","95814","not sure whether to group management company with non-management","review2_only",FALSE
"CENTENE CORPORATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1804_a","CENTENE","add to map","uncertain","e59dce6c-234f-4c72-9587-6e1344d47542","more than one canonical name","adding_to_existing",FALSE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",3000,78400,"St Louis","MO","63105","not sure whether to group management company with non-management","review2_only",FALSE
"HEALTH NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1804_a","CENTENE","add to map","uncertain","e59dce6c-234f-4c72-9587-6e1344d47542","more than one canonical name","adding_to_existing",FALSE,FALSE,FALSE,3,"exact_name_v1 | exact_name_v1 | map1_bridge",1900,78400,"Glendale | Sacramento","CA","91203 | 95814","","review2_only",FALSE
"CENTENE MANAGEMENT COMPANY LLC (KATIE PHILLIPS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1804_b","CENTENE MANAGEMENT COMPANY","add to map","uncertain","d031e75f-9f2a-48da-8a9e-585b1423c3d8","more than one canonical name","adding_to_existing",FALSE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",78400,78400,"Sacramento","CA","95814-3765","not sure whether to group management company with non-management","review2_only",FALSE
"CENTENE MANAGEMENT COMPANY, LLC AND ITS AFFILIATE HEALTH NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1804_b","CENTENE MANAGEMENT COMPANY","in existing map","uncertain","d031e75f-9f2a-48da-8a9e-585b1423c3d8","more than one canonical name","adding_to_existing",TRUE,FALSE,FALSE,13,"exact_name_v1 | exact_name_v1 | map1_bridge",25300,78400,"Saint Louis | St. Louis","MO","63105","not sure whether to group management company with non-management","review2_only",FALSE
"CENTENE MANAGEMENT COMPANY LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1804_b","CENTENE MANAGEMENT COMPANY","in existing map","uncertain","d031e75f-9f2a-48da-8a9e-585b1423c3d8","more than one canonical name","adding_to_existing",TRUE,FALSE,FALSE,1,"exact_name_v4",1500,10200,"St Louis","MO","63105","not sure whether to group management company with non-management","review2_only",FALSE
"CENTENE MANAGEMENT COMPANY LLC (RESTRICTED USE ACCOUNT)(JAMES ADAMS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1804_b","CENTENE MANAGEMENT COMPANY","add to map","uncertain","d031e75f-9f2a-48da-8a9e-585b1423c3d8","more than one canonical name","adding_to_existing",FALSE,FALSE,FALSE,1,"exact_name_v4",10200,10200,"Saint Louis","MO","63105","not sure whether to group management company with non-management","review2_only",FALSE
"ABBOTT LABORATORIES EMPLOYEE PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332968,"org_rg_181","ABBOTT LABORATORIES","in existing map","yes","ac7c5d79-8868-435b-a6c7-96b0ca230215","","adding_to_existing",TRUE,FALSE,FALSE,1,"same_contributor_id",5000,15000,"Abbott Park","IL","60064","","review2_only",FALSE
"ABBOTT LABORATORIES EMPLOYEE PAC (FEC ID# C00040279)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332968,"org_rg_181","ABBOTT LABORATORIES","add to map","yes","ac7c5d79-8868-435b-a6c7-96b0ca230215","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",2000,15000,"Abbott Park","IL","60064","","review2_only",FALSE
"ABBOTT LABORATORIES EMPLOYEE PAC (FED PAC ID # C00040279)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332968,"org_rg_181","ABBOTT LABORATORIES","add to map","yes","ac7c5d79-8868-435b-a6c7-96b0ca230215","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",1500,15000,"Abbott Park","IL","60064","","review2_only",FALSE
"ABBOTT LABORATORIES EMPLOYEE PAC (FED PAC ID #C00040279)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332968,"org_rg_181","ABBOTT LABORATORIES","add to map","yes","ac7c5d79-8868-435b-a6c7-96b0ca230215","","adding_to_existing",FALSE,FALSE,FALSE,2,"same_contributor_id",4500,15000,"Abbott Park","IL","60064","","review2_only",FALSE
"ABBOTT LABORATORIES EMPLOYEE PAC (FED PAC ID# C00040279)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332968,"org_rg_181","ABBOTT LABORATORIES","add to map","yes","ac7c5d79-8868-435b-a6c7-96b0ca230215","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",5000,15000,"Abbott Park","IL","60064","","review2_only",FALSE
"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE (FED PAC ID #: C00040279)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332968,"org_rg_181","ABBOTT LABORATORIES","in existing map","yes","ac7c5d79-8868-435b-a6c7-96b0ca230215","","adding_to_existing",TRUE,FALSE,FALSE,2,"same_contributor_id",4000,15000,"Abbott Park","IL","60064","","review2_only",FALSE
"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE (FED PAC ID #C00040279)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332968,"org_rg_181","ABBOTT LABORATORIES","add to map","yes","ac7c5d79-8868-435b-a6c7-96b0ca230215","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",2000,15000,"North Chicago","IL","60064","","review2_only",FALSE
"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE (FED PAC ID#: C00040279)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332968,"org_rg_181","ABBOTT LABORATORIES","in existing map","yes","ac7c5d79-8868-435b-a6c7-96b0ca230215","","adding_to_existing",TRUE,FALSE,FALSE,2,"same_contributor_id",15000,15000,"Abbott Park","IL","60064","","review2_only",FALSE
"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE (FED PAC ID#: C00042079)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332968,"org_rg_181","ABBOTT LABORATORIES","add to map","yes","ac7c5d79-8868-435b-a6c7-96b0ca230215","","adding_to_existing",FALSE,FALSE,FALSE,2,"same_contributor_id",15000,15000,"Abbott Park","IL","60064","","review2_only",FALSE
"ABOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE (FED PAC ID#: C00040279)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332968,"org_rg_181","ABBOTT LABORATORIES","add to map","yes","ac7c5d79-8868-435b-a6c7-96b0ca230215","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",2000,15000,"ABBOTT PARK","IL","60064","","review2_only",FALSE
"CA STATE LODGE FOP PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1334557,"org_rg_184","CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE","add to map","yes","26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c","","new_entity",FALSE,FALSE,FALSE,3,"map1_bridge | same_contributor_id | same_contributor_id",3000,123299,"Sacramento","CA","95814","","review2_only",FALSE
"CA STATE LODGE FRATERNAL ORDER OF POLICE (FOP) PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1334557,"org_rg_184","CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE","add to map","yes","26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",1500,123299,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE (FOP) PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1334557,"org_rg_184","CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE","add to map","yes","26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c","","new_entity",FALSE,FALSE,FALSE,5,"same_contributor_id",9000,123299,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE (INTERMEDIARY FOR MEMBERS UNDER $100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_184","CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE","add to map","yes","26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c","","new_entity",FALSE,FALSE,FALSE,3,"exact_name_v1 | exact_name_v1 | map1_bridge",123299,123299,"Sacramento","CA","95826","","review2_only",FALSE
"CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1334557,"org_rg_184","CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE","add to map","yes","26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c","","new_entity",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",1500,123299,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1334557,"org_rg_184","CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE","add to map","yes","26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c","","new_entity",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",1000,123299,"SACRAMENTO","CA","95814","","review2_only",FALSE
"ANGELENOS FOR SAFE TRANSPORTATION PAC SPONSORED BY LOS ANGELES TAXI COOPERATIVE, INC. AND SOUTH BAY COOPERATIVE, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340101,"org_rg_187","ANGELENOS FOR SAFE TRANSPORTATION","add to map","yes","508aeec5-4617-4942-a6c8-a61d55ee0650","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",2000,5000,"Norwalk","CA","90650","","review2_only",FALSE
"CALIFORNIA AMERICAN WATER EMPLOYEE PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342002,"org_rg_188","CALIFORNIA AMERICAN WATER","add to map","yes","52c081e2-0134-43ed-b2a3-29a5a3808332","","new_entity",FALSE,FALSE,FALSE,4,"same_contributor_id",8000,5000,"San Diego","CA","92101 | 92101-8491","","review2_only",FALSE
"CALIFORNIA AMERICAN WATER EMPLOYEE POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342002,"org_rg_188","CALIFORNIA AMERICAN WATER","add to map","yes","52c081e2-0134-43ed-b2a3-29a5a3808332","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",1000,5000,"San Diego","CA","92101","","review2_only",FALSE
"CHEVRON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1881","CHEVRON","in existing map","yes","ba268965-a82d-4ed2-adcb-51f15e944b05","","adding_to_existing",TRUE,FALSE,FALSE,13,"exact_name_v1 | exact_name_v1 | map1_bridge",661100,6e+05,"San Ramon | SAN RAMON","CA","94583","","review2_only",FALSE
"CHEVRON CORPORATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1881","CHEVRON","in existing map","yes","ba268965-a82d-4ed2-adcb-51f15e944b05","","adding_to_existing",TRUE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",11800,6e+05,"San Ramon","CA","94583","","review2_only",FALSE
"CHEVRON U.S.A INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1881","CHEVRON","add to map","yes","ba268965-a82d-4ed2-adcb-51f15e944b05","","adding_to_existing",FALSE,FALSE,FALSE,4,"exact_name_v1",70000,6e+05,"San Ramon","CA","94583","","review2_only",FALSE
"CHEVRON U.S.A. INC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1881","CHEVRON","add to map","yes","ba268965-a82d-4ed2-adcb-51f15e944b05","","adding_to_existing",FALSE,FALSE,FALSE,1,"exact_name_v1",5900,6e+05,"San Ramon","CA","94583","","review2_only",FALSE
"CHEVRON U.S.A., INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1881","CHEVRON","in existing map","yes","ba268965-a82d-4ed2-adcb-51f15e944b05","","adding_to_existing",TRUE,FALSE,FALSE,5,"exact_name_v1",249000,179000,"San Ramon","CA","94583","","review2_only",FALSE
"CHEVRON USA, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1881","CHEVRON","add to map","yes","ba268965-a82d-4ed2-adcb-51f15e944b05","","adding_to_existing",FALSE,FALSE,FALSE,3,"exact_name_v1",17700,179000,"San Ramon","CA","94583","","review2_only",FALSE
"AMERICAN PISTACHIO GROWERS CA PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1343200,"org_rg_189","AMERICAN PISTACHIO GROWERS","add to map","yes","d402046d-7612-4b0a-a2a4-a1993016ec89","","adding_to_existing",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",2500,70000,"Sacramento","CA","95814","","review2_only",TRUE
"AMERICAN PISTACHIO GROWERS CALIFORNIA PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1343200,"org_rg_189","AMERICAN PISTACHIO GROWERS","in existing map","yes","d402046d-7612-4b0a-a2a4-a1993016ec89","","adding_to_existing",TRUE,FALSE,FALSE,19,"map1_bridge | same_contributor_id | same_contributor_id",91200,70000,"Sacramento | SACRAMENTO","CA","95814 | 95814-4439","","review2_only",TRUE
"AMERICAN PISTACHIO GROWERS CALIFORNIA PAC (RESTRICTED USE ACCOUNT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1343200,"org_rg_189","AMERICAN PISTACHIO GROWERS","add to map","yes","d402046d-7612-4b0a-a2a4-a1993016ec89","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",60200,70000,"Sacramento","CA","95814","","review2_only",TRUE
"CA LAND TITLE ASSOCIATION PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743175,"org_rg_19","CALIFORNIA LAND TITLE ASSOCIATION","add to map","yes","8e3c54c7-5720-4d38-b701-3abc3447e124","","new_entity",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",2500,6000,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA LAND TITLE ASSOCIATION PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743175,"org_rg_19","CALIFORNIA LAND TITLE ASSOCIATION","add to map","yes","8e3c54c7-5720-4d38-b701-3abc3447e124","","new_entity",FALSE,FALSE,FALSE,5,"map1_bridge | same_contributor_id | same_contributor_id",11000,6000,"Sacramento","CA","95814","","review2_only",FALSE
"AMERICAN BEVERAGE ASSOCIATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_190","AMERICAN BEVERAGE ASSOCIATION OF CALIFORNIA","uncertain","uncertain","d6ffe95d-ea87-468d-8701-225964177658","double check recipient PAC","new_entity",FALSE,FALSE,FALSE,22,"exact_name_v1 | exact_name_v1 | map1_bridge",24400,75000,"San Rafael | Washington | WASHINGTON","CA | DC","20004 | 94901 | 94901-5596","could be CA or could be federal","review2_only",FALSE
"AMERICAN BEVERAGE ASSOCIATION CALIFORNIA PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344506,"org_rg_190","AMERICAN BEVERAGE ASSOCIATION OF CALIFORNIA","add to map","yes","2a625816-047f-40f5-b498-099a3bc2ab56","","new_entity",FALSE,FALSE,FALSE,3,"map1_bridge | same_contributor_id | same_contributor_id",36800,75000,"San Rafael","CA","94901","","review2_only",FALSE
"AMERICAN BEVERAGE ASSOCIATION CALIFORNIA PAC (NON-PROFIT 501(C)(6))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344506,"org_rg_190","AMERICAN BEVERAGE ASSOCIATION OF CALIFORNIA","add to map","yes","2a625816-047f-40f5-b498-099a3bc2ab56","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",75000,75000,"San Rafael","CA","94901","","review2_only",FALSE
"C.J. SEGERSTROM & SONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1941","C J SEGERSTROM & SONS","add to map","yes","6361c507-7622-41ff-b817-da720f75e7e6","","adding_to_existing",FALSE,FALSE,FALSE,2,"exact_name_v1",20000,20000,"Costa Mesa","CA","92626","","review2_only",FALSE
"CJ SEGERSTROM & SONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1941","C J SEGERSTROM & SONS","in existing map","yes","6361c507-7622-41ff-b817-da720f75e7e6","","adding_to_existing",TRUE,FALSE,FALSE,2,"exact_name_v1",13000,20000,"COSTA MESA","CA","92626","","review2_only",FALSE
"ABBVIE PAC (FEC ID# C00536573)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357479,"org_rg_195","ABBVIE PAC","add to map","yes","f8991f5a-f4d4-4369-8d6f-ef58bb704806","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",1500,6000,"North Chicago","IL","60064","","review2_only",FALSE
"ABBVIE PAC (FED PAC ID #C00536573)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357479,"org_rg_195","ABBVIE PAC","add to map","yes","f8991f5a-f4d4-4369-8d6f-ef58bb704806","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",2500,6000,"North Chicago","IL","60064","","review2_only",FALSE
"ABBVIE PAC (FED PAC ID C00536573)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357479,"org_rg_195","ABBVIE PAC","add to map","yes","f8991f5a-f4d4-4369-8d6f-ef58bb704806","","new_entity",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",5500,6000,"North Chicago","IL","60064","","review2_only",FALSE
"ABBVIE POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357479,"org_rg_195","ABBVIE PAC","add to map","yes","f8991f5a-f4d4-4369-8d6f-ef58bb704806","","new_entity",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",6000,6000,"North Chicago","IL","60064","","review2_only",FALSE
"CNA FINANCIAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1981","CNA - CONTINENTAL CASUALTY COMPANY","add to map","yes","356917eb-8cb2-4415-b04c-8d3bc806a682","","new_entity",FALSE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",19600,9800,"Chicago","IL","60606-1915","","review2_only",FALSE
"CNA INSURANCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1981","CNA - CONTINENTAL CASUALTY COMPANY","add to map","yes","356917eb-8cb2-4415-b04c-8d3bc806a682","","new_entity",FALSE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",344.25,9800,"Irvine","CA","92614","","review2_only",FALSE
"CONTINENTAL CASUALTY COMPANY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_1981","CNA - CONTINENTAL CASUALTY COMPANY","add to map","yes","356917eb-8cb2-4415-b04c-8d3bc806a682","","new_entity",FALSE,FALSE,FALSE,10,"exact_name_v1 | exact_name_v1 | map1_bridge",22800,9800,"Chicago | CHICAGO","IL","60604 | 60606 | 60685 | 60690","","review2_only",FALSE
"ALMOND ALLIANCE PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365388,"org_rg_199","CALIFORNIA ALMOND INDUSTRY PAC","add to map","yes","91e3856f-0dab-439e-8d49-7848f3ca94c5","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",39000,39000,"Sacramento","CA","95814-3809","","review2_only",FALSE
"CA ALMOND INDUSTRY PAC, SPONSORED BY THE ALMOND ALLIANCE OF CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365388,"org_rg_199","CALIFORNIA ALMOND INDUSTRY PAC","in existing map","yes","91e3856f-0dab-439e-8d49-7848f3ca94c5","","adding_to_existing",TRUE,FALSE,FALSE,2,"map1_bridge | same_contributor_id | same_contributor_id",3500,39000,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA ALMOND INDUSTRY PAC, SPONSORED BY THE ALMOND ALLIANCE OF CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365388,"org_rg_199","CALIFORNIA ALMOND INDUSTRY PAC","in existing map","yes","91e3856f-0dab-439e-8d49-7848f3ca94c5","","adding_to_existing",TRUE,FALSE,FALSE,5,"map1_bridge | same_contributor_id | same_contributor_id",7500,39000,"Sacramento","CA","95814","","review2_only",FALSE
"CA PAWNBROKERS ASSOCIATION PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743255,"org_rg_20","CALIFORNIA PAWNBROKERS ASSOCIATION","add to map","yes","03ce883e-cecd-421b-8012-fdf20015cc03","","adding_to_existing",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",1000,10000,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA PAWNBROKERS ASSOCIATION PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743255,"org_rg_20","CALIFORNIA PAWNBROKERS ASSOCIATION","in existing map","yes","03ce883e-cecd-421b-8012-fdf20015cc03","","adding_to_existing",TRUE,FALSE,FALSE,10,"map1_bridge | same_contributor_id | same_contributor_id",31000,10000,"Sacramento","CA","95814 | 95814-3274","","review2_only",FALSE
"SEIU CALIFORNIA STATE COUNCIL (NONPROFIT 501 (C) (5) )",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372681,"org_rg_200","SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL","add to map","yes","a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",15000,15000,"Sacramento","CA","95814","","review2_only",FALSE
"HONEYWELL INTERNATIONAL PAC (FEC ID# C00096156)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372848,"org_rg_201","HONEYWELL INTERNATIONAL","add to map","yes","cf81dbe8-5108-44bd-a0d8-2e1dbf242d14","","new_entity",FALSE,FALSE,FALSE,2,"same_contributor_id",5500,5500,"Washington","DC","20001","","review2_only",FALSE
"HONEYWELL INTERNATIONAL PAC (FED PAC ID #C00096156)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372848,"org_rg_201","HONEYWELL INTERNATIONAL","add to map","yes","cf81dbe8-5108-44bd-a0d8-2e1dbf242d14","","new_entity",FALSE,FALSE,FALSE,2,"same_contributor_id",6000,5500,"Washington | WASHINGTON","DC","20001","","review2_only",FALSE
"HONEYWELL INTERNATIONAL PAC (FED PAC ID# C00096156)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372848,"org_rg_201","HONEYWELL INTERNATIONAL","add to map","yes","cf81dbe8-5108-44bd-a0d8-2e1dbf242d14","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",5500,5500,"Washington","DC","20001-2177","","review2_only",FALSE
"COINBASE, INC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_2013","COINBASE","add to map","yes","d8ced783-e7ea-49e6-bd9d-07d9d8ee3542","","new_entity",FALSE,FALSE,FALSE,2,"exact_name_v1",25000,25000,"Oakland","CA","94607","","review2_only",FALSE
"COINBASE, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_2013","COINBASE","add to map","yes","d8ced783-e7ea-49e6-bd9d-07d9d8ee3542","","new_entity",FALSE,FALSE,FALSE,1,"exact_name_v1",10000,25000,"Oakland","CA","94607","","review2_only",FALSE
