name_string,canonical_entity_id
GOOGLE,nem_935b461b-d567-41e7-a9e5-d8c32f30d592
Google Client Services LLC,nem_935b461b-d567-41e7-a9e5-d8c32f30d592
GOOGLE DEEPMIND,v5_1031
Google LLC and Affiliated Entities,nem_935b461b-d567-41e7-a9e5-d8c32f30d592
Google LLC and Affiliated Entities (Robert Biederman),nem_935b461b-d567-41e7-a9e5-d8c32f30d592
Google LLC and Affiliated Entities(Rob Biederman),nem_935b461b-d567-41e7-a9e5-d8c32f30d592
GOOGLE LLC AND AFFILIATED ENTITIES(ROB BIEDERMAN),nem_935b461b-d567-41e7-a9e5-d8c32f30d592
Google LLC and Affiliated Entities(William Floyd),nem_935b461b-d567-41e7-a9e5-d8c32f30d592
Google LLC and its Affiliated Entities(Mark Isakowitz),v5_1032
Google LLC and its Affiliated Entities(Robert Biederman),v5_1032
Google LLC and its Affiliated Entities(William Floyd),v5_1032
"Google, LLC and Affiliated Entities",nem_935b461b-d567-41e7-a9e5-d8c32f30d592
Gould Medical Group Inc.,v5_1033
Government Employees Insurance Co. (GEICO),dd_-5758
GRACELIGHT COMMUNITY HEALTH,v5_1034
Granite Construction Company,dd_-5945
Granite Construction Company RUA,v5_1036
Graniterock,dd_-5948
Grapevine MSP LLC,v5_1038
"GRASPOINTNER MANAGEMENT CO., INC.",v5_1039
Great American Insurance Company,v5_1040
Great Oaks Water Company,dd_-5976
Greater Santa Cruz Federation of Teachers (Unitemized Member Contributions),v5_1042
GREEN DEVELOPMENT,v5_1043
Greenberg Traurig LLP,dd_-5984
"Greene Broillet & Wheeler, LLP",dd_-5994
GREENE BROILLET AND WHEELER,dd_-5994
"Greene, Broillet & Wheeler, LLP",dd_-5994
GreenTree Property Management *,v5_1046
GREENVILLE RANCHERIA,v5_1047
GREGS PETROLEUM,v5_1048
GREWAL RE HOLDINGS,v5_1049
GREYLOCK,v5_1050
GREYLOCK PARTNERS,v5_1051
"Greystar Management Services, LP and Affiliated Entities",v5_1052
"Greystone Management Group, Inc.",v5_1053
Griffith Company,v5_1054
Griffith Company (Restricted Use Account),v5_1054
Griffith Family Enterprises LLC(Julie Griffith),v5_1055
"Grizzly Nut, LLC(Mike Coyman)",v5_1056
Groppetti Automotive Family,v5_1057
Ground Floor Public Affairs Corporation,v5_1058
GSF Properties Inc./Golden State Financial Corp. *,v5_1059
GSK,v5_1060
GT WATER PRODUCTS,v5_1061
GTLT WATER PRODUCTS,v5_1062
"Guenard & Bozarth, LLP",v5_1063
GUIDEWIRE,v5_1064
GUIDEWIRE SOFTWARE,v5_1065
GURNICK ACADEMY OF MEDICAL ARTS,v5_1066
GUY ENTERPRISES INC AND AFFILIATED ENTITIES,v5_1067
H S RETAIL MANAGEMENT SERVICES,v5_1068
H.G. FENTON PROPERTY COMPANY AND AGGREGATED CONTRIBUTIONS,v5_1069
"H&S Wholesale, LLC (Salaheddin Hassan)",v5_1070
Habematolel Pomo of Upper Lake,dd_-6072
Habematolel Pomo of Upper Lake (HPUL),dd_-6072
Habematolel Pomo of Upper Lake (HPUL) Project Operations,dd_-6072
Habematolel Pomo of Upper Lake TEO,v5_1072
Habermatolel Pomo of Upper Lake,dd_-6072
HADSELL STORMER RENICK AND DAI,v5_1073
HAGER PACIFIC,v5_1074
"Hall Ambulance Service, Inc",v5_1075
HAM PROPERTIES,v5_1076
HAMILTON ZANZE,v5_1077
"Handlery Hotel, Inc.",v5_1078
HANFORD HOTELS,v5_1079
HANSEN RANCH,v5_1080
"Hansen Ranches, LLC",v5_1081
Hanson Bridgett LLP,dd_-6106
Happy Jewelers,v5_1083
Harbor Distributing LLC,nem_f97fecf7-865e-4caf-b345-bc06731f39c1
Harbor Distributing LLC(David K. Reyes),nem_f97fecf7-865e-4caf-b345-bc06731f39c1
"Harbor Distributing, LLC",nem_f97fecf7-865e-4caf-b345-bc06731f39c1
"HARBOR DISTRIBUTING, LLC",nem_f97fecf7-865e-4caf-b345-bc06731f39c1
"Harbor Distributing, LLC (Lara Dunbar)",nem_f97fecf7-865e-4caf-b345-bc06731f39c1
"Harbor Distributing, LLC.(David Reyes)",nem_f97fecf7-865e-4caf-b345-bc06731f39c1
"Harbor Distributing, LLC(David K Reyes)",nem_f97fecf7-865e-4caf-b345-bc06731f39c1
"Harbor Distributing, LLC(David K. Reyes)",nem_f97fecf7-865e-4caf-b345-bc06731f39c1
"Harbor Distributing, LLC(Lara Dunbar)",nem_f97fecf7-865e-4caf-b345-bc06731f39c1
HARDESTY,v5_1085
Hardin Honda,v5_1086
"Hardy & Harper, Inc.",v5_1087
HARLEEN GREWAL DDS,v5_1088
HARPER CONSTRUCTION,v5_1089
Hartman Security,v5_1090
HARTREE PARTNERS,v5_1091
"Hat Creek Construction & Materials, Inc.",v5_1092
HAWAIIAN GARDENS CASINO AND AGGREGATED CONTRIBUTIONS,dd_-6147
Hawaiian Gardens Casino dba The Gardens Casino,v5_1094
Hawthorne Federation of Classified Employees (Unitemized Member Contributions),v5_1095
HCA Far West Division,v5_1096
HCA Management Services,v5_1097
"Health Management Associates, Inc.",v5_1098
"Health Network One, Inc.",v5_1099
HealthEdge Software Inc.,v5_1100
Healthplus Shared Services,dd_-6200
HEATHER J HOUGH CONSULTING,v5_1102
HECC,v5_1103
HEFFERNAN INSURANCE BROKERS,v5_1104
Hellman Properties LLC - Jerry Tone,v5_1105
HENGEHOLD MOTOR,v5_1106
HENGEHOLD TRUCK,v5_1107
"Henry Salcido, A Professional Corporation (Henry Salcido)",v5_1108
Hensel Phelps,v5_1109
Hensel Phelps - RUA,v5_1110
Hensel Phelps (Restricted Use Account),v5_1109
Heritage Community Credit Union,v5_1111
Heritage Provider Network,dd_-6236
HI TECH DEVELOPING,v5_1113
HIB,v5_1114
HICKS LAW FIRM,v5_1115
HICKS LAW FIRM PC,v5_1116
HIGHRIDGE COSTA,v5_1117
"Highridge Costa Investors, LLC(Michael A. Costa)",v5_1118
"Highridge Costa Investors, LLC(Michael Costa)",v5_1118
Hill Physicians Medical Group,v5_1119
Hilton Los Angeles Airport,v5_1120
"HIMS, Inc",v5_1121
HIVE AND COLONY,v5_1122
HNTB Corporation,dd_-6300
HOD CARRIERS AND LABORERS LOCAL 783,v5_1124
"Hodes & Milman, LLP",v5_1125
HODES MILMAN,v5_1125
"Hoehn Motors, Inc.",v5_1126
HOLDSWORTH HOLDINGS,v5_1127
Holistic Alternative Recovery Trust Inc.,dd_-17677
"Holistic Alternative Recovery Trust, Inc.",dd_-17677
"Holland Residential California, Inc.",v5_1129
"Holliday Rock Co., Inc.",v5_1130
Holman Automotive,v5_1131
Holmes Western Oil Corporation,v5_1132
"HOMAK ENTERPRISES, INC. AND AFFILIATED ENTITIES",v5_1133
"Homestyle Direct, LLC(Jeffrey Barteau)",v5_1134
Honda of Downtown L.A.,v5_1135
"Hooper, Lundy & Bookman, P.C.",v5_1136
"Horizon Nut, LLC (Joel Perkins)",v5_1137
HORN PRODUCTIONS,v5_1138
HOROWITZ MANAGEMENT,v5_1139
Hoseley Corporation,v5_1140
HOTWIRE COMMUNICATIONS,v5_1141
HOUSING,v5_1142
Houston Casualty Company,v5_1143
HPS,v5_1144
HSE,v5_1145
HUB INTERNATIONAL,v5_1146
"HUDSON PACIFIC SERVICES, INC. AND AFFILIATED ENTITIES",v5_1147
HUESTON HENNIGAN,v5_1148
HUGGINS DRECKMAN INSURANCE,v5_1149
Hughes Investments,v5_1150
"HUMASON II, INC., DBA MCDONALD'S",v5_1151
HUNTINGTON HEALTH,v5_1152
Hyatt Regency San Francisco,v5_1153
HyCare Inc.,v5_1154
IAFF 1014 Los Angeles County F (intermediary for unitemized member dues),v5_1155
IAFF 112 Los Angeles City Fire (intermediary for unitemized member dues),v5_1156
IAFF 2881 CA Fire Fighters (intermediary for unitemized member dues),v5_1157
IATSE 600 Int'l Cinematographe (intermediary for unitemized member dues),v5_1158
IATSE 700 Motion Picture Edito (intermediary for unitemized member dues),v5_1159
IATSE 839 Animation Guild (intermediary for unitemized member dues),v5_1160
IATSE DC 2 District Council (intermediary for unitemized member dues),v5_1161
IBEW 11 Electrical Workers (intermediary for unitemized member dues),v5_1162
IBEW 1245 Electrical Workers (intermediary for unitemized member dues),v5_1163
IBEW 18 Electrical Workers (intermediary for unitemized member dues),v5_1164
IBEW 47 Electrical Workers (intermediary for unitemized member dues),v5_1165
IBEW 569 Electrical Workers (intermediary for unitemized member dues),v5_1166
IBEW Local 18,nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
IBEW LOCAL 332,nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
"IBOTTA, Inc.",v5_1167
IBT 1932 (intermediary for unitemized member dues),v5_1168
IBT 2010 General Teamsters (intermediary for unitemized member dues),v5_1169
IBT 63 Wholesale Retail Food D (intermediary for unitemized member dues),v5_1170
"IBT 853 Warehouse, Mail Order, (intermediary for unitemized member dues)",v5_1171
"IBT 856 Freight Checkers, Cler (intermediary for unitemized member dues)",v5_1172
IBT 986 Warehousemen Drivers (intermediary for unitemized member dues),v5_1173
IDEATE CALIFORNIA,v5_1174
IEC Corporation,v5_1175
IFPTE 20 Engineers & Scientist (intermediary for unitemized member dues),v5_1176
IFPTE 21 Fed Prof & Tech Eng (intermediary for unitemized member dues),v5_1177
IKUTA AND HEMESATH,v5_1178
IKUTA HEMESATH,v5_1179
ILWU Local 13,dd_-6669
IMC LOGISTICS,v5_1181
Imperial Valley Honda,v5_1182
IMPRENTA COMMUNICATIONS GROUP,dd_-6508
Imprenta Communications Group Inc.,dd_-6508
In-N-Out Burgers,dd_-17801
Incyte Corporation,v5_1185
Indecomm Global,v5_1186
Independent Construction Company,v5_1187
INDUCTIVEHEALTH INFORMATICS,v5_1188
INDUS,dd_-6546
INDUSTRIAL MEDICAL GROUP,v5_1190
INDUSTRIAL METAL FINISHING,v5_1191
INLAND POWDER COATING,v5_1192
InMarket,v5_1193
INNOVATIVE INTEGRATED HEALTH,v5_1194
Inovalon Inc.,v5_1195
Instacart Inc.,v5_1196
INSTITUTE FOR STRATEGIC AND INNOVATIVE TECHNOLOGIES,v5_1197
INSTITUTE OF WORLD POLITICS DC,v5_1198
Integral Communities(Megan Downs),v5_1199
Integrity Waste Management,v5_1200
INTELLECTUAL VIRTUES ACADEMY,v5_1201
Interactive Communications Int'l Inc.,v5_1202
Intermediary for Contributions all less than $100,v5_1203
Intermediary for contributions all less than $100.00:,v5_1204
International Brotherhood of Electrical Workers Local Union 1245,nem_a4aa5814-a7ab-42f6-b316-08e6c1d48095
International Longshore & Warehouse Union Local 13,dd_-6669
"International Longshore & Warehouse Union, Local 63",dd_-6669
International Longshore and Warehouse Union Foremen's Local 94 (Admin),dd_-6669
International Longshore and Warehouse Union Local 13,dd_-6669
International Paper,dd_-6675
International Paper Company,dd_-6675
International Union of Operating Engineers Local Union No. 12 (intermediary for unitemized member contributions),v5_1206
International Union of Operating Engineers Local Union No. 3 (intermediary for unitemized member contributions),dd_-6684
International Union of Operating Engineers Local Union No. 39 (intermediary for unitemized member contributions),v5_1207
International Union of Operating Engineers Local Union No. 501 (intermediary for unitemized member contributions),v5_1208
International union of Painters and Allied Trades District Council 16,dd_-6686
INTERSECT,v5_1210
"Intersect Power, LLC",dd_-18730
"Intersect Power, LLC and Affiliated Entities(Michael Wheeler)",dd_-18730
"Intersect Power, LLC(Michael Wheeler)",dd_-18730
"Intersect USA, LLC(Michael Wheeler)",v5_1212
Interwell Health,v5_1213
Intuit,dd_-6701
"Intuit, Inc.",dd_-6701
Invenergy LLC,dd_-6705
Invenergy LLC (Michael Polsky),dd_-6705
INVESTMENT CONSULTING GROUP ADVISOR,v5_1216
INVESTMENT CONSULTING GROUP ADVISORS,v5_1217
"Investors Management Trust Real Estate Group, Inc (IMT Residential)",v5_1218
"Ipsen Biopharmaceuticals, Inc.",v5_1219
"IPX Power USA, LLC",v5_1220
IREDALE AND YOO APC,v5_1221
IRELL AND MANELLA,v5_1222
IRON 433 Iron Structural Iron (intermediary for unitemized member dues),v5_1223
Ironworkers Local #118 (Intermediary for Unitemized Union Member Contributions),v5_1224
Ironworkers Local #155 (Intermediary for Unitemized Union Member Contributions),v5_1225
Ironworkers Local #229 (Intermediary for Unitemized Union Member Contributions),v5_1226
Ironworkers Local #377 (Intermediary for Unitemized Union Member Contributions),dd_-15083
Ironworkers Local #378 (Intermediary for Unitemized Union Member Contributions),dd_-15083
Ironworkers Local #416 (Intermediary for Unitemized Union Member Contributions),v5_1228
Ironworkers Local #433 (Intermediary for Unitemized Union Member Contributions),dd_-15083
Irvine BMW,v5_1229
Irvine Company,dd_-6723
"Irvine Management Co., Inc.",v5_1231
Irvine Management Company,dd_-6723
"Irvine Management Company, dba Irvine Company",dd_-6723
Ispen Biopharmaceuticals,v5_1232
IUOE 12 Operating Engineers Lo (intermediary for unitemized member dues),v5_1233
IUOE 3 Operating Engineers (intermediary for unitemized member dues),v5_1234
J & B Refining dba  J & B Enterprises,v5_1235
J & L Capital Resources,v5_1236
J AND J WILSON FARMING,v5_1237
J CAPITAL,v5_1238
J DEREK LEWIS AND ASSOCIATES,v5_1239
J SLAMMED,v5_1240
J.F. Shea Construction,v5_1241
"J.P. MURPHY MANAGEMENT, INC. AND AFFILIATED ENTITIES",v5_1242
JACKSON FAMILY WINES,v5_1243
Jackson National Life Insurance Company,v5_1244
JACKSON SQUARE PARTNERS,v5_1245
JACKSON SQUARE PROPERTIES,v5_1246
Jacobs Engineering Group Inc.,dd_-6752
JADE NECTAR WELLNESS,v5_1248
Jaguar Land Rover Newport Beach,v5_1249
JAGUAR VENTURES,v5_1250
JAMES D JAMESON,v5_1251
JAMESTOWN ENERGY,v5_1252
Jamul Indian Village,nem_7ac51ef8-481a-4cda-847d-e79eaf6bbaf7
JAMUL INDIAN VILLAGE OF CALIFORNIA,nem_7ac51ef8-481a-4cda-847d-e79eaf6bbaf7
Jan Sramek / California Forever(Jan Sramek),v5_1254
JANE STREET,v5_1255
"JANESCO ENTERPRISES, INC. AND AFFILIATED ENTITIES",v5_1256
JAR ENDEAVORS INC. AND AFFILIATED ENTITIES,v5_1257
Javadi Farms,v5_1258
JAVIER TORRES INC. AND AFFILIATED ENTITIES,v5_1259
Jay Survivor's Trust,v5_1260
JB Matteson Inc. and affiliated entities (David Dana),v5_1261
JB MECHANICAL,v5_1262
JC HAMBURGERS INC.,v5_1263
JD PIERCE,v5_1264
Jefferson AFT Federation of Teachers (Unitemized Member Contributions),v5_1265
Jefferson Elementary Federation of Teachers (Unitemized Member Contributions),v5_1266
JENNIFER DIBRIENZA,v5_1267
JEREMY HUGHES FARMS,v5_1268
JERICHO CAPITAL ASSET MANAGEMENT,v5_1269
JEWISH COMMUNITY CENTER,v5_1270
JLABS,v5_1271
JMH Engineering and Construction,v5_1272
JMH Engineering And Construction,v5_1272
"JMJ SEEKERS, INC AND AFFILIATED ENTITIES",v5_1273
JNS ASSOCIATES,v5_1274
JNS Next,v5_1275
John Duarte For Congress,v5_1276
"John F. Otto, Inc. dba Otto Construction",v5_1277
"John F. Otto, Inc. dba Otto Construction (Restricted Use Account)",v5_1277
JOHN JERSIN,v5_1278
JOHN MAA MD,v5_1279
JOHN MAA PHYSICIAN,v5_1280
JOHN MUIR HEALTH,dd_-16491
JOHNIVIA FARMS,v5_1282
Johnson & Johnson,dd_-6841
JOHNSON 4 MANAGEMENT COMPANY AND AFFILIATED ENTITIES,v5_1284
JOHNSON MOORE TRIAL LAWYERS,v5_1285
JOHNSON SHAPIRO SLEWETT KOLE,v5_1286
"Johnston & Hutchinson, LLP",v5_1287
"Joint Council of Teamsters No. 42, Intermediary for contributions under $100:",v5_1288
"Joint Council of Teamsters No. 7, Intermediary for contributions under $100:",v5_1289
JON GIBSON,v5_1290
Jones and Jones Communities,v5_1291
JONES DAY,dd_-13848
"JONES MANAGEMENT, INC. AND AFFILIATED ENTITIES",v5_1293
JORDAN REAL ESTATE INVESTMENTS,v5_1294
Jordan/Delaney Family Trust,v5_1295
JOSEPH GALLO FARMS,dd_-6856
Joseph J Albanese Inc,v5_1297
"Joseph J. Albanese, Inc.",v5_1297
JOY ALFERNESS,v5_1298
JOYCE EISENBERG KEEFER MEDICAL CENTER,v5_1299
JP MANAGEMENT CORPORATION,v5_1300
JP Tech Services Inc.,v5_1301
"JPY ENTERPRISES, INC.",v5_1302
"JRK Investors, Inc.",v5_1303
"JTI Electrical & Instrumentation, LLC (Joseph Wilson)",v5_1304
"Judi RX, Inc.",v5_1305
Judy Chu for Congress,v5_1306
JULES AND ASSOCIATES,v5_1307
"Jules and Associates, Inc. (Jules Buenabenta)",v5_1307
JULIE HAAS DESIGNS,v5_1308
"JW Howard/Attorneys, Ltd.",v5_1309
JWH Wilcox Holdings LLC,v5_1310
K,v5_1311
K & M Visser Dairy,v5_1312
K A L L Accountancy Corporation,v5_1313
"K. Hovnanian California Region, Inc. and affiliated entities",v5_1314
"K&D HOSPITALITY GROUP 1, INC. AND AFFILIATED ENTITIES",v5_1315
KAISER FAMILY FOUNDATION,v5_1316
KAISER PERMANENTE,dd_-6897
KAISER PERMANENTE FOUNDATION HEALTH PLAN,dd_-6897
KAISER PERMANENTE ZION MEDICAL CENTER,v5_1318
KAITLYN J KRIEGER,nem_4d596a0b-b506-480b-b2f4-c44f8e68dc81
Kalesta Healthcare Group,v5_1320
Kalshi Inc.,v5_1321
Karen F Grove Trust,v5_1322
KAWEAH DELTA HEALTH CARE DISTRICT,dd_-17015
KAZEROUNI LAW GROUP APC,v5_1324
KB Home,dd_-6914
KCAL INSURANCE AGENCY,v5_1326
KEKER VAN NEST AND PETERS,v5_1327
Ken Garff Automotive Group,v5_1328
Ken Grody Ford,v5_1329
Kern Oil & Refining Co. dba Kern Energy,v5_1330
KERSHAW TALLEY AND BARLOW,v5_1331
KERSHAW TALLEY BARLOW PC,v5_1332
KESTER RANCH,v5_1333
KEURIG DR PEPPER,dd_-15536
"KEW ENTERPRISES, INC.",v5_1335
KEY AIR CONDITIONING,v5_1336
"Key Medical Group, Inc.",v5_1337
KEYES MOTORS,v5_1338
KIESEL LAW,v5_1339
"Kiesel Law, LLP",v5_1339
Kiewit Infrastructure West Co.,v5_1340
KILLER TOMATOES ENTERTAINMENT,v5_1341
Kilroy Realty L.P.,v5_1342
"Kilroy Realty, L.P.",v5_1342
"KILROY REALTY, L.P.",v5_1342
"Kimball, Tirey and St. John LLP",v5_1343
Kimber Family Revocable Trust (Sheldon Kimber),v5_1344
"Kindred Healthcare Operating, LLC(Steve Albrecht)",dd_-17156
KING AND SPALDING,v5_1346
Kings Oil Tools,v5_1347
Kings Oil Tools Inc,v5_1347
KINGSFORD CAPITAL,v5_1348
Kiper Development Inc. and affiliated entities,v5_1349
KIRKLAND AND ELLIS,v5_1350
Kiss Nail Products Inc,v5_1351
KITCHEN LAW GROUP PC,v5_1352
KITLYN KRIEGER,v5_1353
KJ SINGH MD PC,v5_1354
"KKW Trucking, Inc.",v5_1355
"KLAIR MANAGEMENT ENTERPRISES, INC.",v5_1356
Klein Financial Corporation,v5_1357
KLEIN FINANCIAL CORPORATION,v5_1357
KLEINER PERKINS,v5_1358
KLEINFELDER,v5_1359
Klingbeil Capital Management,v5_1360
"Koch Industries, Inc.",dd_-7002
KOENIG LAW OFFICE,v5_1362
Kooth USA LLC (Laura Tully),v5_1363
Kooth USA LLC(Laura Tully),v5_1363
Kooth USA LLC(Tim Barker),v5_1363
KORSGADEN INTERNATIONAL,v5_1364
KORSHAK KRACOFF KONG AND SUGANO,v5_1365
KOSHLAND PHARM,v5_1366
KOSHLAND PHARMACY,v5_1367
KPMG LLP,nem_00fee272-fb4d-433c-b52e-ce98da136784
"KPMG, LLP",nem_00fee272-fb4d-433c-b52e-ce98da136784
KPRS CONSTRUCTION SERVICES,v5_1369
"KPRS Construction Services, Inc.",v5_1369
"KRAM ENDEAVORS, INC AND AFFILIATED ENTITIES",v5_1370
KS INDUSTRIES,v5_1371
KUBOTA AND CRAIG PC,v5_1372
KULLIGIAN GROUP,v5_1373
KVP,v5_1374
KXLA TV,v5_1375
L.A. Taxi Cooperative Inc. dba Yellow Cab,v5_1376
L.A. Taxi Cooperative Inc. DBA Yellow Cab,v5_1376
"L.A. Taxi Cooperative, Inc. DBA Yellow Cab",v5_1376
"L.A. Taxi Cooperative, Inc., dba Yellow Cab",v5_1376
LA CARE HEALTH PLAN,dd_-7056
LA CHAMBER,v5_1378
LA CHAMBER OF COMMERCE,v5_1379
LA JOLLA MANAGEMENT,v5_1380
LA JOLLA MJ MANAGEMENT,v5_1381
La Playa LLC (David Malcolm),v5_1382
Laborer's Union Local No. 777 PAC,v5_1383
LABORERS INTERNATIONAL UNION OF NORTH AMERICA LOCAL 89,nem_afd4c1fc-7914-4027-be63-1c0d91530150
Laborers International Union of North America Local No. 220,v5_1385
Laborers Local #1184 (Intermediary for Unitemized Union Member Contributions),nem_afd4c1fc-7914-4027-be63-1c0d91530150
Laborers Local #1309 (Intermediary for Unitemized Union Member Contributions),nem_afd4c1fc-7914-4027-be63-1c0d91530150
Laborers Local #300 (Intermediary for Unitemized Union Member Contributions),nem_afd4c1fc-7914-4027-be63-1c0d91530150
Laborers Local #652 (Intermediary for Unitemized Union Member Contributions),v5_1386
Laborers Local #89 (Intermediary for Unitemized Union Member Contributions),nem_afd4c1fc-7914-4027-be63-1c0d91530150
Laborers' International Union of North America,nem_afd4c1fc-7914-4027-be63-1c0d91530150
Laborers' International Union of North America Local 1309,nem_afd4c1fc-7914-4027-be63-1c0d91530150
LaCarGuy,v5_1387
LACEY RANCH,v5_1388
LAGUNA BEACH BOOKS,v5_1389
LAKEVIEW VILLAGE,v5_1390
"Lallande Law, PLC (M. Lawrence Lallande)",v5_1391
Lamport Law A Professional Corp. - Stanley Lamport,v5_1392
LAMSON INVESTMENT CORP,v5_1393
"LAN-GIN, LLC AND AFFILIATED ENTITIES(RESPONSIBLE OFFICER SUZETTE HOFMAN)",v5_1394
LANIKAI MANAGEMENT,v5_1395
LANSING COMPANIES,v5_1396
LANZETTA LAW PC,v5_1397
LAQUER URBAN CLIFFORD,v5_1398
LARGER THAN LIFE,v5_1399
Larry Hopkins Honda,v5_1400
LARRY TRIPPLETT AND TRIPPLETT MANAGEMENT CORPORATION,v5_1401
"LARRY TRIPPLETT AND TRIPPLETT MANAGEMENT CORPORATION, TRISHA",v5_1402
LATHAM AND WATKINS,v5_1403
LATV NETWORKS,v5_1404
LAW OFFICE OF ARASH KHORSANDI PC,v5_1405
"Law Office of Daniel H. Deng, Inc",v5_1406
LAW OFFICE OF JASPREET SINGH,v5_1407
LAW OFFICES OF ALICIA MINANA,v5_1408
LAW OFFICES OF BURG AND BROCK,v5_1409
LAW OFFICES OF GERALDINE LY,v5_1410
Law Offices of J. Chrisp,v5_1411
LAW OFFICES OF LAWRENCE KNAPP,v5_1412
"Law Offices of Owen, Patterson & Owen",v5_1413
Law Offices of Steven Mehr,v5_1414
"Law Offices of Walkup, Melodia, Kelly & Schoenberger, A Professional Corporation",v5_1415
"Law Offices of Walkup, Melodia, Kelly, & Schoenberger",dd_-7197
Lawrence Family Revocable Trust (Richard Lawrence),v5_1417
LAZER BROADCASTING,v5_1418
LBS Financial Credit Union,v5_1419
LBS Financial Credit Union (Indep Expenditure Account),v5_1419
"LC GROUP, INC AND AFFILIATED ENTITIES",v5_1420
LCS Electrical & Industrial Services Inc. dba Quantum Industries,v5_1421
LDC GROUP,v5_1422
LE SEUL,v5_1423
LEAL TREJO,v5_1424
LEAP FORWARD VENTURES,v5_1425
"LEAPDAY ENTERPRISE, INC AND AFFILIATED ENTITIES",v5_1426
LEARNING POLICY INSTITUTE,v5_1427
LEGACY ASSET MANAGEMENT,v5_1428
Legacy Partners Realty Inc.*,v5_1429
Lennar Corporation,v5_1430
LESLIE GILBERT LURIE,v5_1431
LEWITT HACKMAN,v5_1432
Lexus of Fremont,v5_1433
LGI Homes California LLC (Evan Licht)(Evan Licht),v5_1434
LGI Homes California LLC (Scott Garber),v5_1434
LIBERTY BUILDING COMPANY INVESTMENT PROPERTIES,dd_-7307
LIBERTY MUTUAL,dd_-7312
LIBERTY MUTUAL INSURANCE,dd_-7312
LIBRA SOLUTIONS GROUP,v5_1437
LIDCO,v5_1438
"Lieff Cabraser Heimann & Bernstein, LLP",dd_-7326
LIFE WEST AMBULANCE,v5_1440
"LifePoint Health, Inc.",v5_1441
LifeSpring Home Nutrition(Cathleen Anthony),v5_1442
LIGHTHOUSE PUBLIC AFFAIRS,dd_-14018
Lighthouse Public Affairs LLC(Matthew Alvarez),dd_-14018
LIGHTHOUSE WORLDWIDE SOLUTIONS,v5_1444
LIGHTSPARK GROUP,v5_1445
Lincoln Avenue Capital Management Llc(Russ Condas),v5_1446
LINDA RUBIN,v5_1447
LINDSEY FOUNDATION,v5_1448
LINER FREEDMAN TAITELMAN,v5_1449
LINER FREEDMAN TAITELMAN COOLEY,v5_1450
Links Healthcare Group,v5_1451
Links Healthcare Group LLC,v5_1451
LISA ALUMKAL INVESTOR,v5_1452
Lithia Motors,v5_1453
Lithia Nissan of Fresno,v5_1454
LIUNA 300 Laborers Union (intermediary for unitemized member dues),v5_1455
LIUZZI MURPHY SOLOMON CHURTON HALE AND WINNETT,v5_1456
Livermore Honda,v5_1457
LJL FARMING,v5_1458
Llorente & Heckler PA,v5_1459
"LoanCare, LLC(Davis Vida)",v5_1460
LOANDEPOT,v5_1461
"Local Union 11, International Brotherhood of Electrical Workers",v5_1462
Lompoc Federation of Teachers (Unitemized Member Contributions),v5_1463
Londen Insurance Group,dd_-7507
Long Beach College Council of Classified Employees (Unitemized Member Contributions),v5_1465
"Long Beach Yellow Cab Cooperative, Inc.",dd_-17159
Longo Toyota,v5_1467
Longwood Management Corporation,v5_1468
Longwood Management Corproation,v5_1469
Longwood Mgmt Corp,v5_1470
LOOP NEIGHBORHOOD MARKETS,v5_1471
LOS ANGELES AREA CHAMBER,v5_1472
Los Angeles Chrysler Dodge Jeep RAM,v5_1473
LOS ANGELES CITY LAW APLC,v5_1474
Los Angeles College Faculty Guild (Unitemized Member Contributions),v5_1475
Los Angeles County Building and Construction Trades Council,v5_1476
LOS ANGELES COUNTY DEPT OF MENTAL HEALTH,v5_1477
Los Angeles County Firefighters Local 1014,dd_-6628
Los Angeles Tourism & Convention Board,v5_1479
Los Angeles Tourism and Convention Board,v5_1480
Los Rios College Federation of Teachers (Unitemized Member Contributions),v5_1481
Los Robles Hospital & Medical Center,v5_1482
LOYOLA LAW SCHOOL,dd_-7540
LSMA Management Inc.,v5_1484
LSN Partners LLC (Alex Heckler),v5_1485
LUCILE PACKARD CHILDRENS HOSPITAL STANFORD,dd_-7551
"LUKA, INC.",v5_1487
Lundbeck Inc,v5_1488
Lundbeck Inc.,v5_1488
"Lundbeck, Inc.",v5_1488
LUNDBERG FAMILY FARMS,v5_1489
"Lyft, Inc.",dd_-7567
"LYFT, INC.",dd_-7567
LYON LIVING,v5_1491
Lyon Management Group,v5_1492
"Lyons Investments, LP (William J. Lyons Jr)",v5_1493
"Lyons Land Management, LP (William J. Lyons Jr)",v5_1494
Lytton Rancheria,dd_-7577
"M DALY, INC. AND AFFILIATED ENTITIES",v5_1496
"M. ASHLAND, INC AND AFFILIATED ENTITIES",v5_1497
"M. MONUMENT, INC AND AFFILIATED ENTITIES",v5_1498
M. PERNECKY MANAGEMENT CORP,v5_1499
"M. SHORELINE, INC AND AFFILIATED ENTITIES",v5_1500
"M3G I, LP AND AFFILIATED ENTITIES",v5_1501
MACGILLIVRAY FREEMAN FILMS,v5_1502
MACY'S/BLOOMINGDALE'S,dd_-7589
Madden Media,v5_1504
Madison Creek Partners LLC(Covey Christensen),v5_1505
Magellan Health Inc.,dd_-7606
