canonical_entity_id,canonical_entity_name,link_tier,raw_name_variants,n_name_variants,code_final,n_contributors,n_from_pipeline,n_from_manual_review,code_sources,roles,rule_code_variants,code_conflict,conflict_type,n_as_direct_contributor,n_as_employer,conflict_resolution_code
v5_787,Dublin Buick GMC,name_v5,Dublin Buick GMC,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_788,Dublin Honda,name_v5,Dublin Honda,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_795,E and S Ring Management Corp *,name_v5,E and S Ring Management Corp *,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_797,"E-W Services, Inc./East West Bank",name_v5,"E-W Services, Inc./East West Bank",1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_798,EAGLE FOUR PARTNERS,name_v5,EAGLE FOUR PARTNERS,1,52,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_800,EASON AND TAMBORNINI,name_v5,EASON AND TAMBORNINI,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_802,EASTON AND EASTON,name_v5,EASTON AND EASTON,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_803,EB LANDSCAPE CONSTRUCTION,name_v5,EB LANDSCAPE CONSTRUCTION,1,40,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_804,ECA Solar,name_v5,ECA Solar,1,20,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_805,ECC,name_v5,ECC,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_807,EDI MEDIA,name_v5,EDI MEDIA,1,70,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_816,EDWARDS PARTNERS,name_v5,EDWARDS PARTNERS,1,52,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_817,EDWIN H SMITH AND SONS,name_v5,EDWIN H SMITH AND SONS,1,11,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_818,EFFECTIVE VENTURES US,name_v5,EFFECTIVE VENTURES US,1,80,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_819,"EIG Services, Inc.",name_v5,"EIG Services, Inc.",1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_825,EL MATATAN,name_v5,EL MATATAN,1,80,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_829,ELDER AND SPENCER,name_v5,ELDER AND SPENCER,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_842,ELIZABETH ALLISON THOMAS,name_v5,ELIZABETH ALLISON THOMAS,1,100,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_844,ELK VALLEY RANCHERIA,name_v5,ELK VALLEY RANCHERIA,1,92a,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_849,EMPOWER PHARMACY,name_v5,EMPOWER PHARMACY,1,31-33,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_850,EMPROS CAPITAL,name_v5,EMPROS CAPITAL,1,52,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_852,ENERGY ABUNDANCE PARTNERS,name_v5,ENERGY ABUNDANCE PARTNERS,1,20,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_858,ENTRAVISION COMMUNICATIONS,name_v5,ENTRAVISION COMMUNICATIONS,1,70,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_859,ENTREPRENEUR,name_v5,ENTREPRENEUR,1,100,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_860,EPOCH AI,name_v5,EPOCH AI,1,79,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_861,ERIC PRASAD,name_v5,ERIC PRASAD,1,100,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_865,ESELO SPIRITS,name_v5,ESELO SPIRITS,1,80,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_872,EVERLAW,name_v5,EVERLAW,1,79,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_873,EVOLUTION DESIGN LAB,name_v5,EVOLUTION DESIGN LAB,1,79,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_874,EXATRON,name_v5,EXATRON,1,79,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_875,EXETRON,name_v5,EXETRON,1,79,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_876,EXLService.com LLC(Carla Rocha),name_v5,EXLService.com LLC(Carla Rocha),1,50,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_879,EYE CARE INSTITUTE,name_v5,EYE CARE INSTITUTE,1,60,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_799,Early Childhood Federation of Teachers (Unitemized Member Contributions),name_v5,Early Childhood Federation of Teachers (Unitemized Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_806,Ed Staub & Sons Petroleum,name_v5,Ed Staub & Sons Petroleum,1,21,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_808,Edinger Medical Group,name_v5,Edinger Medical Group,1,60,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_812,Educational Employees CU,name_v5,Educational Employees CU,1,52,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-4897,Educational Employees Credit Union,dd_org_concept,Educational Employees Credit Union (Indep Expenditure Account),1,52,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_813,"Edvoice, Inc. (Admin)",name_v5,"Edvoice, Inc. (Admin)",1,80,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_814,Edwards Lifesciences Corporation,name_v5,Edwards Lifesciences Corporation,1,31-33,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_815,Edwards Lifesciences LLC(Bernard J Zorighian),name_v5,Edwards Lifesciences LLC(Bernard J Zorighian),1,31-33,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
dd_-4922,"Eisai, Inc.",dd_org_concept,"Eisai, Inc",1,31-33,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_821,El Camino Classified Employees (Unitemized Member Contributions),name_v5,El Camino Classified Employees (Unitemized Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_822,El Camino Federation of Teachers (Unitemized Member Contributions),name_v5,El Camino Federation of Teachers (Unitemized Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-4938,El Dorado Enterprises Dba Hustler Casino,dd_org_concept,"El Dorado LF, LLC dba Hustler Casino(Elizabeth Flynt )",1,70,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_823,El Dorado Estates,name_v5,El Dorado Estates,1,60,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_827,El Rancho Federation of Teachers (Unitemized Member Contributions),name_v5,El Rancho Federation of Teachers (Unitemized Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_828,El Sur Ranch,name_v5,El Sur Ranch,1,11,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_830,Electric Service & Supply Co.,name_v5,Electric Service & Supply Co.,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_831,Electrical Contractors of California TST,name_v5,Electrical Contractors of California TST,1,100,1,1,0,not-employed override,direct_contributor,,FALSE,NA,1,0,NA
v5_833,Electrical Workers Local #340 (Intermediary for Unitemized Union Member Contributions),name_v5,Electrical Workers Local #340 (Intermediary for Unitemized Union Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_834,Electrical Workers Local #428 (Intermediary for Unitemized Union Member Contributions),name_v5,Electrical Workers Local #428 (Intermediary for Unitemized Union Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_835,Electrical Workers Local #441 (Intermediary for Unitemized Union Member Contributions),name_v5,Electrical Workers Local #441 (Intermediary for Unitemized Union Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-15039,Elevation Entertainment,dd_org_concept,ELEVATION ENTERTAINMENT GROUP,1,70,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
dd_-4963,Eli Lilly,dd_org_concept,Eli Lilly and Company,1,31-33,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_840,Eli Lilly and Company & Subsidiaries,name_v5,Eli Lilly and Company & Subsidiaries,1,31-33,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_841,Eli Lily & Company,name_v5,Eli Lily & Company,1,31-33,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_843,Elizabeth Allison Thomas Trust,name_v5,Elizabeth Allison Thomas Trust,1,100,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-4973,"Elk Grove, City Of",dd_org_concept,CITY OF ELK GROVE,1,92,1,1,0,rule+llm agreement,employer,,FALSE,NA,0,1,NA
v5_845,"Elliott Homes, Inc.",name_v5,"Elliott Homes, Inc.",1,40,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_848,Emmerson Construction Inc.,name_v5,Emmerson Construction Inc.,1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_853,English Lloyd & Armenta (Juan Armenta),name_v5,English Lloyd & Armenta (Juan Armenta),1,50,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_854,Ensign,name_v5,Ensign,1,60,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_855,Ensign Group,name_v5,Ensign Group,1,60,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-5075,Entertainment Software Association,dd_org_concept,Entertainment Software Association,1,76,1,0,1,manual_review,direct_contributor,79,FALSE,NA,1,0,NA
v5_862,"Ericksson, LLC (Doenitz Lopez)",name_v5,"Ericksson, LLC (Doenitz Lopez)",1,11,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_863,Erie Insurance Exchange,name_v5,Erie Insurance Exchange,1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
dd_-5126,Ernst & Young LLP,dd_org_concept,Ernst & Young LLP,1,50,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_866,Esparza Enterprises Inc,name_v5,Esparza Enterprises Inc,1,11,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_867,"Essent Guaranty, Inc.",name_v5,"Essent Guaranty, Inc.",1,52,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_869,Everest National Insurance Company,name_v5,Everest National Insurance Company,1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_870,Evergreen Healthcare Group,name_v5,Evergreen Healthcare Group,1,60,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_871,Evergreen Nephrology LLC(Crista Hamm),name_v5,Evergreen Nephrology LLC(Crista Hamm),1,60,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-5180,Expedia,dd_org_concept,Expedia Inc,1,79,1,0,1,manual_review,direct_contributor,20,FALSE,NA,1,0,NA
v5_878,Exquisite Cabinet and Counter-Top Corp.,name_v5,Exquisite Cabinet and Counter-Top Corp.,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_880,F AND F WEST,name_v5,F AND F WEST,1,11,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_881,F B INNOVATIONS,name_v5,F B INNOVATIONS,1,31-33,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_882,F&F Income Properties LLC (Dan Feder),name_v5,F&F Income Properties LLC (Dan Feder),1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_883,FAEGRE DRINKER BIDDLE AND REATH,name_v5,FAEGRE DRINKER BIDDLE AND REATH,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_885,FAIRCHILD VENTURE CAPITAL CORPORATION,name_v5,FAIRCHILD VENTURE CAPITAL CORPORATION,1,52,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_886,FAIRMONT SCHOOLS,name_v5,FAIRMONT SCHOOLS,1,60,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_887,FALCON INVESTOR GROUP LLC(RESPONSIBLE OFFICER: JONATHAN SOKOLOFF),name_v5,FALCON INVESTOR GROUP LLC(RESPONSIBLE OFFICER: JONATHAN SOKOLOFF),1,52,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_888,FAMILY CARE SPECIALISTS MEDICAL GROUP,name_v5,FAMILY CARE SPECIALISTS MEDICAL GROUP,1,60,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_892,FARMERS' RICE COOPERATIVE,name_v5,FARMERS' RICE COOPERATIVE,1,11,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_898,FENTON AND GRANT LAW FIRM,name_v5,FENTON AND GRANT LAW FIRM,1,50,1,1,0,rule+llm agreement,employer,,FALSE,NA,0,1,NA
v5_899,FEROX STRATEGIES,name_v5,FEROX STRATEGIES,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_901,FERRONE LAW GROUP,name_v5,FERRONE LAW GROUP,1,50,1,1,0,rule+llm agreement,employer,,FALSE,NA,0,1,NA
v5_902,FERTIGLOBAL,name_v5,FERTIGLOBAL,1,11,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_906,FIELDING SCHOOL OF PUBLIC HEALTH,name_v5,FIELDING SCHOOL OF PUBLIC HEALTH,1,60,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_910,FIORE LEGAL,name_v5,FIORE LEGAL,1,50,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_916,FIRST STREET DEVELOPMENT,name_v5,FIRST STREET DEVELOPMENT,1,40,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_918,"FIVE J'S FAMILY ENTERPRISES, LP.",name_v5,"FIVE J'S FAMILY ENTERPRISES, LP.",1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_924,FLEX PARTNERS,name_v5,FLEX PARTNERS,1,50,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_928,FLYNN PROPERTIES,name_v5,FLYNN PROPERTIES,1,40,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_929,FMS MANAGEMENT AND AFFILIATED ENTITIES,name_v5,FMS MANAGEMENT AND AFFILIATED ENTITIES,1,50,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_930,FOG CUTTER HOLDINGS,name_v5,FOG CUTTER HOLDINGS,1,50,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_938,FRANK M BOOTH,name_v5,FRANK M BOOTH,1,40,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_940,FRASE INVESTMENTS,name_v5,FRASE INVESTMENTS,1,52,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_943,"FREMAK ARCHES, INC. AND AFFILIATED ENTITIES",name_v5,"FREMAK ARCHES, INC. AND AFFILIATED ENTITIES",1,50,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_944,FREMANTLEMEDIA,name_v5,FREMANTLEMEDIA,1,70,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_945,FREMONT HOSPITAL,name_v5,FREMONT HOSPITAL,1,60,1,1,0,rule+llm agreement,employer,,FALSE,NA,0,1,NA
v5_947,FRESHWORKS,name_v5,FRESHWORKS,1,79,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_948,FRESNO PLUMBING,name_v5,FRESNO PLUMBING,1,40,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_949,FRESNO SHEET METAL APPRENTICE COMM,name_v5,FRESNO SHEET METAL APPRENTICE COMM,1,40,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_950,"FRISBIE MANAGEMENT, INC.",name_v5,"FRISBIE MANAGEMENT, INC.",1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_954,FULCRUM PROPERTY GROUP,name_v5,FULCRUM PROPERTY GROUP,1,40,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_955,FULLMER CONSTRUCTION,name_v5,FULLMER CONSTRUCTION,1,40,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
dd_-5222,Fair Political Practice Commission,dd_org_concept,FAIR POLITICAL PRACTICES COMMISSION,1,100,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_890,Faria Land & Cattle Company LLC,name_v5,Faria Land & Cattle Company LLC,1,11,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
dd_-5294,FedEx Corporation,dd_org_concept,FEDEX CORPORATION,1,20,1,1,0,rule (running_list),employer,,FALSE,NA,0,1,NA
v5_897,FedExPAC,name_v5,FedExPAC,1,20,1,1,0,rule (keyword match),direct_contributor,,FALSE,NA,1,0,NA
v5_893,Federal Express Corporation,name_v5,Federal Express Corporation,1,20,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_895,Federated Mutual Insurance Company,name_v5,Federated Mutual Insurance Company,1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_903,Fidelity National Title Insurance Company,name_v5,Fidelity National Title Insurance Company,1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_904,"Fidium Manager Services, LLC(Gaurav Juneja)",name_v5,"Fidium Manager Services, LLC(Gaurav Juneja)",1,20,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_905,Fielding Electric Inc.,name_v5,Fielding Electric Inc.,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_907,Fiesta Taxi Co-Op Inc.,name_v5,Fiesta Taxi Co-Op Inc.,1,20,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_908,Financial Partners (Indep Expenditure Account),name_v5,Financial Partners (Indep Expenditure Account),1,52,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_909,Financial Partners Credit Union,name_v5,Financial Partners Credit Union,1,52,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_912,First City Credit Union,name_v5,First City Credit Union,1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_914,First Entertainment CU (Independent Expenditure Account),name_v5,First Entertainment CU (Independent Expenditure Account),1,52,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_913,First Entertainment Credit Union,name_v5,First Entertainment Credit Union,1,52,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_917,First U.S. Community CU,name_v5,First U.S. Community CU,1,52,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_920,Five Star Bank,name_v5,Five Star Bank,1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_922,Flagstone Healthcare Central LLC and Affiliated Entities,name_v5,Flagstone Healthcare Central LLC and Affiliated Entities,1,60,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_923,Fletcher Jones Motor Cars,name_v5,Fletcher Jones Motor Cars,1,80,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_926,"Floyd Skeren Manukian Langevin, LLP",name_v5,"Floyd Skeren Manukian Langevin, LLP",1,50,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_927,Flyers Energy / A World Kinect Company,name_v5,Flyers Energy / A World Kinect Company,1,20,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_931,"Forefront Power, LLC(Michael Smith)",name_v5,"Forefront Power, LLC(Michael Smith)",1,20,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_932,Foster Poultry Farms LLC (Jayson Penn),name_v5,Foster Poultry Farms LLC (Jayson Penn),1,11,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_933,"Foundation Constructors, Inc.",name_v5,"Foundation Constructors, Inc.",1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_934,"Four Star Sales, Inc",name_v5,"Four Star Sales, Inc",1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_937,Frank  T. Suryan Jr. and affiliated entities,name_v5,Frank  T. Suryan Jr. and affiliated entities,1,100,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_939,Frank Schipper Construction Co.,name_v5,Frank Schipper Construction Co.,1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
dd_-5632,Fraternal Order of Police,dd_org_concept,California State Lodge Fraternal Order of Police (Intermediary for members under $100),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_941,"Freedom Financial Network Funding, LLC",name_v5,"Freedom Financial Network Funding, LLC",1,52,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_942,Freedom Mortgage Corporation,name_v5,Freedom Mortgage Corporation,1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
dd_-5645,Fresenius Medical Care,dd_org_concept,Fresenius Medical Care,1,60,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_951,Frontline Enterprises,name_v5,Frontline Enterprises,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_952,"Frontline STC, Inc.",name_v5,"Frontline STC, Inc.",1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_956,Future Automotive Group,name_v5,Future Automotive Group,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_957,Future Ford Lincoln of Roseville,name_v5,Future Ford Lincoln of Roseville,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_958,G F Concrete Cutting Inc,name_v5,G F Concrete Cutting Inc,1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
dd_-5818,G.H.Palmer and Associates,dd_org_concept,GH PALMER ASSOCIATES,1,40,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_961,GAINWELL TECHNOLOGIES,name_v5,GAINWELL TECHNOLOGIES,1,79,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_963,GAMLIEL LAW PC,name_v5,GAMLIEL LAW PC,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_966,"GARCO ENTERPRISES, INC AND AFFILIATED ENTITIES",name_v5,"GARCO ENTERPRISES, INC AND AFFILIATED ENTITIES",1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_969,GAVRILOV BROOKS,name_v5,GAVRILOV BROOKS,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_971,GCEC,name_v5,GCEC,1,20,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_974,GEMDALE,name_v5,GEMDALE,1,40,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_980,GENERAL PRODUCTION SERVICES,name_v5,GENERAL PRODUCTION SERVICES,1,21,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_986,GEORGE THRAPPAS,name_v5,GEORGE THRAPPAS,1,40,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_987,GEORGETOWN UNIVERSITY,name_v5,GEORGETOWN UNIVERSITY,1,60,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_988,"GES Sheet Metal, Inc.",name_v5,"GES Sheet Metal, Inc.",1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_992,GHUMAN LAW GROUP,name_v5,GHUMAN LAW GROUP,1,50,1,1,0,rule+llm agreement,employer,,FALSE,NA,0,1,NA
v5_994,GIBSON AND HUGHES,name_v5,GIBSON AND HUGHES,1,50,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_995,GIBSON DUNN,name_v5,GIBSON DUNN,1,50,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_997,GILBERT AND JACKI FOUNDATION,name_v5,GILBERT AND JACKI FOUNDATION,1,80,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_998,GILBERT GROUP,name_v5,GILBERT GROUP,1,52,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_1002,"GK Management Co., Inc./ GKB Investments, LLC (Paul Dubord)",name_v5,"GK Management Co., Inc./ GKB Investments, LLC (Paul Dubord)",1,52,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-5863,"GMRI, Inc.",dd_org_concept,"GMRI, Inc",1,80,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_1009,GO-CAL,name_v5,GO-CAL,1,70,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_1011,GOLD CREEK MANAGEMENT,name_v5,GOLD CREEK MANAGEMENT,1,50,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_1014,GOLDEN ARCH ENTERPRISES,name_v5,GOLDEN ARCH ENTERPRISES,1,50,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_1015,GOLDEN BEAR,name_v5,GOLDEN BEAR,1,52,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_1020,GOLDEN HAYSTAX CORPORATION,name_v5,GOLDEN HAYSTAX CORPORATION,1,100,1,1,0,not-employed override,direct_contributor,,FALSE,NA,1,0,NA
v5_1021,GOLDEN L. ENTERPRISES LP AND AFFILIATED ENTITIES,name_v5,GOLDEN L. ENTERPRISES LP AND AFFILIATED ENTITIES,1,20,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_1026,"GOLDEN STATE RESTAURANT GROUP, INC AND AFFILIATED ENTITIES",name_v5,"GOLDEN STATE RESTAURANT GROUP, INC AND AFFILIATED ENTITIES",1,80,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_1028,GOMEZ TRIAL ATTORNEYS,name_v5,GOMEZ TRIAL ATTORNEYS,1,50,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_1031,GOOGLE DEEPMIND,name_v5,GOOGLE DEEPMIND,1,79,1,1,0,rule+llm agreement,employer,,FALSE,NA,0,1,NA
v5_1034,GRACELIGHT COMMUNITY HEALTH,name_v5,GRACELIGHT COMMUNITY HEALTH,1,60,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
